episode,total_reward,progress,win,n_clicks,epsilon,learn_rate
7404,-33.0,3,0,4,0.7102,0.001
7405,-32.0,4,0,5,0.7101,0.001
7406,-24.0,12,0,13,0.71,0.001
7407,-28.0,8,0,9,0.71,0.001
7408,-35.0,1,0,2,0.7099,0.001
7409,-33.0,3,0,4,0.7099,0.001
7410,-34.0,2,0,3,0.7099,0.001
7411,37.0,2,1,2,0.7099,0.001
7412,-35.0,1,0,2,0.7098,0.001
7413,-28.0,8,0,9,0.7097,0.001
7414,-31.0,5,0,6,0.7097,0.001
7415,-34.0,2,0,3,0.7097,0.001
7416,-33.0,3,0,4,0.7096,0.001
7417,-29.0,7,0,8,0.7096,0.001
7418,-34.0,2,0,3,0.7095,0.001
7419,-33.0,3,0,4,0.7095,0.001
7420,-27.0,9,0,10,0.7094,0.001
7421,39.0,4,1,4,0.7094,0.001
7422,-31.0,5,0,6,0.7093,0.001
7423,-35.0,1,0,2,0.7093,0.001
7424,-35.0,1,0,2,0.7093,0.001
7425,-31.0,5,0,6,0.7092,0.001
7426,-30.0,6,0,7,0.7092,0.001
7427,-31.0,5,0,6,0.7091,0.001
7428,-34.0,2,0,3,0.7091,0.001
7429,-32.0,4,0,5,0.709,0.001
7430,-35.0,1,0,2,0.709,0.001
7431,-35.0,1,0,2,0.709,0.001
7432,-31.0,5,0,6,0.709,0.001
7433,-29.0,7,0,8,0.7089,0.001
7434,-35.0,1,0,2,0.7089,0.001
7435,-34.0,2,0,3,0.7089,0.001
7436,-33.0,3,0,4,0.7088,0.001
7437,-33.0,3,0,4,0.7088,0.001
7438,-35.0,1,0,2,0.7088,0.001
7439,-33.0,3,0,4,0.7087,0.001
7440,-30.0,6,0,7,0.7086,0.001
7441,-32.0,4,0,5,0.7086,0.001
7442,-32.0,4,0,5,0.7086,0.001
7443,-33.0,3,0,4,0.7085,0.001
7444,-31.0,5,0,6,0.7085,0.001
7445,-35.0,1,0,2,0.7085,0.001
7446,-31.0,5,0,6,0.7084,0.001
7447,-35.0,1,0,2,0.7084,0.001
7448,-34.0,2,0,3,0.7084,0.001
7449,-33.0,3,0,4,0.7083,0.001
7450,-31.0,5,0,6,0.7083,0.001
7451,-33.0,3,0,4,0.7083,0.001
7452,-33.0,3,0,4,0.7082,0.001
7453,-33.0,3,0,4,0.7082,0.001
7454,-32.0,4,0,5,0.7081,0.001
7455,-32.0,4,0,5,0.7081,0.001
7456,-32.0,4,0,5,0.708,0.001
7457,-35.0,1,0,2,0.708,0.001
7458,-35.0,1,0,2,0.708,0.001
7459,-35.0,1,0,2,0.708,0.001
7460,-35.0,1,0,2,0.708,0.001
7461,-34.0,2,0,3,0.7079,0.001
7462,-35.0,1,0,2,0.7079,0.001
7463,-34.0,2,0,3,0.7079,0.001
7464,-34.0,2,0,3,0.7079,0.001
7465,-34.0,2,0,3,0.7078,0.001
7466,43.0,8,1,8,0.7078,0.001
7467,-33.0,3,0,4,0.7077,0.001
7468,-35.0,1,0,2,0.7077,0.001
7469,-35.0,1,0,2,0.7077,0.001
7470,43.0,8,1,8,0.7076,0.001
7471,-35.0,1,0,2,0.7076,0.001
7472,-34.0,2,0,3,0.7076,0.001
7473,-35.0,1,0,2,0.7076,0.001
7474,-29.0,7,0,8,0.7075,0.001
7475,-32.0,4,0,5,0.7074,0.001
7476,-32.0,4,0,5,0.7074,0.001
7477,-32.0,4,0,5,0.7074,0.001
7478,-30.0,6,0,7,0.7073,0.001
7479,-30.0,6,0,7,0.7072,0.001
7480,39.0,4,1,4,0.7072,0.001
7481,-35.0,1,0,2,0.7072,0.001
7482,-31.0,5,0,6,0.7071,0.001
7483,-32.0,4,0,5,0.7071,0.001
7484,-34.0,2,0,3,0.7071,0.001
7485,-32.0,4,0,5,0.707,0.001
7486,-35.0,1,0,2,0.707,0.001
7487,-34.0,2,0,3,0.707,0.001
7488,-34.0,2,0,3,0.7069,0.001
7489,-29.0,7,0,8,0.7069,0.001
7490,-28.0,8,0,9,0.7068,0.001
7491,-33.0,3,0,4,0.7068,0.001
7492,-35.0,1,0,2,0.7067,0.001
7493,-27.0,9,0,10,0.7067,0.001
7494,-30.0,6,0,7,0.7066,0.001
7495,-29.0,7,0,8,0.7065,0.001
7496,-34.0,2,0,3,0.7065,0.001
7497,-34.0,2,0,3,0.7065,0.001
7498,-35.0,1,0,2,0.7065,0.001
7499,-29.0,7,0,8,0.7064,0.001
7500,-34.0,2,0,3,0.7063,0.001
7501,-35.0,1,0,2,0.7063,0.001
7502,-25.0,11,0,12,0.7062,0.001
7503,-32.0,4,0,5,0.7062,0.001
7504,-33.0,3,0,4,0.7062,0.001
7505,-30.0,6,0,7,0.7061,0.001
7506,-35.0,1,0,2,0.7061,0.001
7507,-34.0,2,0,3,0.7061,0.001
7508,-26.0,10,0,11,0.706,0.001
7509,-35.0,1,0,2,0.7059,0.001
7510,-34.0,2,0,3,0.7059,0.001
7511,-30.0,6,0,7,0.7059,0.001
7512,-34.0,2,0,3,0.7058,0.001
7513,-30.0,6,0,7,0.7057,0.001
7514,39.0,4,1,4,0.7057,0.001
7515,-30.0,6,0,7,0.7057,0.001
7516,-34.0,2,0,3,0.7056,0.001
7517,-30.0,6,0,7,0.7056,0.001
7518,-30.0,6,0,7,0.7055,0.001
7519,-29.0,7,0,8,0.7054,0.001
7520,-32.0,4,0,5,0.7054,0.001
7521,-34.0,2,0,3,0.7054,0.001
7522,-35.0,1,0,2,0.7054,0.001
7523,-30.0,6,0,7,0.7053,0.001
7524,-27.0,9,0,10,0.7052,0.001
7525,-32.0,4,0,5,0.7051,0.001
7526,-35.0,1,0,2,0.7051,0.001
7527,-35.0,1,0,2,0.7051,0.001
7528,-33.0,3,0,4,0.7051,0.001
7529,-26.0,10,0,11,0.705,0.001
7530,-35.0,1,0,2,0.705,0.001
7531,-31.0,5,0,6,0.7049,0.001
7532,36,1,1,1,0.7049,0.001
7533,-27.0,9,0,10,0.7048,0.001
7534,-35.0,1,0,2,0.7048,0.001
7535,-30.0,6,0,7,0.7048,0.001
7536,-33.0,3,0,4,0.7047,0.001
7537,-31.0,5,0,6,0.7047,0.001
7538,-34.0,2,0,3,0.7046,0.001
7539,-33.0,3,0,4,0.7046,0.001
7540,-34.0,2,0,3,0.7046,0.001
7541,-30.0,6,0,7,0.7045,0.001
7542,47.0,12,1,12,0.7044,0.001
7543,-35.0,1,0,2,0.7044,0.001
7544,-31.0,5,0,6,0.7043,0.001
7545,-29.0,7,0,8,0.7043,0.001
7546,-35.0,1,0,2,0.7042,0.001
7547,-35.0,1,0,2,0.7042,0.001
7548,-34.0,2,0,3,0.7042,0.001
7549,-33.0,3,0,4,0.7042,0.001
7550,-34.0,2,0,3,0.7041,0.001
7551,-32.0,4,0,5,0.7041,0.001
7552,-31.0,5,0,6,0.7041,0.001
7553,-34.0,2,0,3,0.704,0.001
7554,39.0,4,1,4,0.704,0.001
7555,-35.0,1,0,2,0.7039,0.001
7556,-34.0,2,0,3,0.7039,0.001
7557,-34.0,2,0,3,0.7039,0.001
7558,-29.0,7,0,8,0.7038,0.001
7559,-26.0,10,0,11,0.7037,0.001
7560,-30.0,6,0,7,0.7037,0.001
7561,-33.0,3,0,4,0.7036,0.001
7562,-33.0,3,0,4,0.7036,0.001
7563,-35.0,1,0,2,0.7036,0.001
7564,-31.0,5,0,6,0.7035,0.001
7565,-31.0,5,0,6,0.7035,0.001
7566,-28.0,8,0,9,0.7034,0.001
7567,-31.0,5,0,6,0.7033,0.001
7568,-32.0,4,0,5,0.7033,0.001
7569,-33.0,3,0,4,0.7033,0.001
7570,-35.0,1,0,2,0.7032,0.001
7571,-35.0,1,0,2,0.7032,0.001
7572,-35.0,1,0,2,0.7032,0.001
7573,-29.0,7,0,8,0.7031,0.001
7574,-35.0,1,0,2,0.7031,0.001
7575,-27.0,9,0,10,0.703,0.001
7576,-34.0,2,0,3,0.703,0.001
7577,-34.0,2,0,3,0.703,0.001
7578,-30.0,6,0,7,0.7029,0.001
7579,-27.0,9,0,10,0.7029,0.001
7580,-25.0,11,0,12,0.7028,0.001
7581,-31.0,5,0,6,0.7027,0.001
7582,-33.0,3,0,4,0.7026,0.001
7583,-35.0,1,0,2,0.7026,0.001
7584,-34.0,2,0,3,0.7026,0.001
7585,-34.0,2,0,3,0.7026,0.001
7586,-32.0,4,0,5,0.7025,0.001
7587,36,1,1,1,0.7025,0.001
7588,-32.0,4,0,5,0.7025,0.001
7589,-33.0,3,0,4,0.7024,0.001
7590,-32.0,4,0,5,0.7024,0.001
7591,-33.0,3,0,4,0.7024,0.001
7592,-27.0,9,0,10,0.7023,0.001
7593,-34.0,2,0,3,0.7023,0.001
7594,-35.0,1,0,2,0.7022,0.001
7595,-32.0,4,0,5,0.7022,0.001
7596,-30.0,6,0,7,0.7021,0.001
7597,-29.0,7,0,8,0.702,0.001
7598,-30.0,6,0,7,0.702,0.001
7599,-32.0,4,0,5,0.7019,0.001
7600,-33.0,3,0,4,0.7019,0.001
7601,-35.0,1,0,2,0.7019,0.001
7602,-32.0,4,0,5,0.7019,0.001
7603,-35.0,1,0,2,0.7018,0.001
7604,-32.0,4,0,5,0.7018,0.001
7605,-33.0,3,0,4,0.7018,0.001
7606,-32.0,4,0,5,0.7017,0.001
7607,-31.0,5,0,6,0.7017,0.001
7608,-29.0,7,0,8,0.7016,0.001
7609,-34.0,2,0,3,0.7016,0.001
7610,-34.0,2,0,3,0.7016,0.001
7611,-31.0,5,0,6,0.7015,0.001
7612,-32.0,4,0,5,0.7015,0.001
7613,-35.0,1,0,2,0.7014,0.001
7614,-33.0,3,0,4,0.7014,0.001
7615,-33.0,3,0,4,0.7013,0.001
7616,-29.0,7,0,8,0.7013,0.001
7617,-32.0,4,0,5,0.7012,0.001
7618,-35.0,1,0,2,0.7012,0.001
7619,-27.0,9,0,10,0.7011,0.001
7620,-33.0,3,0,4,0.7011,0.001
7621,-34.0,2,0,3,0.7011,0.001
7622,-34.0,2,0,3,0.7011,0.001
7623,-33.0,3,0,4,0.701,0.001
7624,-33.0,3,0,4,0.701,0.001
7625,-32.0,4,0,5,0.7009,0.001
7626,-34.0,2,0,3,0.7009,0.001
7627,-24.0,12,0,13,0.7008,0.001
7628,-34.0,2,0,3,0.7008,0.001
7629,-31.0,5,0,6,0.7007,0.001
7630,-33.0,3,0,4,0.7007,0.001
7631,-31.0,5,0,6,0.7006,0.001
7632,-34.0,2,0,3,0.7006,0.001
7633,-31.0,5,0,6,0.7005,0.001
7634,-34.0,2,0,3,0.7005,0.001
7635,-35.0,1,0,2,0.7005,0.001
7636,-35.0,1,0,2,0.7005,0.001
7637,-31.0,5,0,6,0.7004,0.001
7638,-35.0,1,0,2,0.7004,0.001
7639,-34.0,2,0,3,0.7004,0.001
7640,-35.0,1,0,2,0.7004,0.001
7641,37.0,2,1,2,0.7004,0.001
7642,-35.0,1,0,2,0.7003,0.001
7643,-31.0,5,0,6,0.7003,0.001
7644,-33.0,3,0,4,0.7003,0.001
7645,-35.0,1,0,2,0.7002,0.001
7646,-33.0,3,0,4,0.7002,0.001
7647,-35.0,1,0,2,0.7002,0.001
7648,-35.0,1,0,2,0.7002,0.001
7649,-35.0,1,0,2,0.7002,0.001
7650,-34.0,2,0,3,0.7001,0.001
7651,-31.0,5,0,6,0.7001,0.001
7652,-35.0,1,0,2,0.7001,0.001
7653,-31.0,5,0,6,0.7,0.001
7654,-33.0,3,0,4,0.7,0.001
7655,-31.0,5,0,6,0.6999,0.001
7656,39.0,4,1,4,0.6999,0.001
7657,-35.0,1,0,2,0.6999,0.001
7658,-28.0,8,0,9,0.6998,0.001
7659,-32.0,4,0,5,0.6997,0.001
7660,-32.0,4,0,5,0.6997,0.001
7661,-32.0,4,0,5,0.6997,0.001
7662,-33.0,3,0,4,0.6996,0.001
7663,-34.0,2,0,3,0.6996,0.001
7664,-35.0,1,0,2,0.6996,0.001
7665,38.0,3,1,3,0.6996,0.001
7666,-32.0,4,0,5,0.6995,0.001
7667,-33.0,3,0,4,0.6995,0.001
7668,-35.0,1,0,2,0.6995,0.001
7669,-34.0,2,0,3,0.6994,0.001
7670,-32.0,4,0,5,0.6994,0.001
7671,-32.0,4,0,5,0.6994,0.001
7672,40.0,5,1,5,0.6993,0.001
7673,-28.0,8,0,9,0.6992,0.001
7674,-27.0,9,0,10,0.6991,0.001
7675,-34.0,2,0,3,0.6991,0.001
7676,40.0,5,1,5,0.6991,0.001
7677,-31.0,5,0,6,0.699,0.001
7678,-34.0,2,0,3,0.699,0.001
7679,-33.0,3,0,4,0.6989,0.001
7680,-31.0,5,0,6,0.6989,0.001
7681,-31.0,5,0,6,0.6988,0.001
7682,-31.0,5,0,6,0.6988,0.001
7683,-32.0,4,0,5,0.6988,0.001
7684,-32.0,4,0,5,0.6987,0.001
7685,38.0,3,1,3,0.6987,0.001
7686,-34.0,2,0,3,0.6987,0.001
7687,-34.0,2,0,3,0.6986,0.001
7688,-26.0,10,0,11,0.6985,0.001
7689,-33.0,3,0,4,0.6985,0.001
7690,-35.0,1,0,2,0.6985,0.001
7691,-35.0,1,0,2,0.6984,0.001
7692,-34.0,2,0,3,0.6984,0.001
7693,-35.0,1,0,2,0.6984,0.001
7694,-35.0,1,0,2,0.6984,0.001
7695,-35.0,1,0,2,0.6984,0.001
7696,-33.0,3,0,4,0.6983,0.001
7697,-30.0,6,0,7,0.6983,0.001
7698,-34.0,2,0,3,0.6983,0.001
7699,-35.0,1,0,2,0.6982,0.001
7700,-28.0,8,0,9,0.6982,0.001
7701,38.0,3,1,3,0.6981,0.001
7702,-33.0,3,0,4,0.6981,0.001
7703,-32.0,4,0,5,0.6981,0.001
7704,-32.0,4,0,5,0.698,0.001
7705,-34.0,2,0,3,0.698,0.001
7706,-31.0,5,0,6,0.6979,0.001
7707,-34.0,2,0,3,0.6979,0.001
7708,-35.0,1,0,2,0.6979,0.001
7709,-30.0,6,0,7,0.6978,0.001
7710,-32.0,4,0,5,0.6978,0.001
7711,-34.0,2,0,3,0.6977,0.001
7712,-32.0,4,0,5,0.6977,0.001
7713,-32.0,4,0,5,0.6977,0.001
7714,-34.0,2,0,3,0.6976,0.001
7715,-34.0,2,0,3,0.6976,0.001
7716,-34.0,2,0,3,0.6976,0.001
7717,-31.0,5,0,6,0.6975,0.001
7718,-31.0,5,0,6,0.6975,0.001
7719,-32.0,4,0,5,0.6974,0.001
7720,-34.0,2,0,3,0.6974,0.001
7721,39.0,4,1,4,0.6974,0.001
7722,-35.0,1,0,2,0.6974,0.001
7723,-35.0,1,0,2,0.6974,0.001
7724,-34.0,2,0,3,0.6973,0.001
7725,-26.0,10,0,11,0.6972,0.001
7726,-35.0,1,0,2,0.6972,0.001
7727,-35.0,1,0,2,0.6972,0.001
7728,-34.0,2,0,3,0.6972,0.001
7729,-35.0,1,0,2,0.6972,0.001
7730,-30.0,6,0,7,0.6971,0.001
7731,-33.0,3,0,4,0.697,0.001
7732,-35.0,1,0,2,0.697,0.001
7733,-33.0,3,0,4,0.697,0.001
7734,-34.0,2,0,3,0.697,0.001
7735,-28.0,8,0,9,0.6969,0.001
7736,-31.0,5,0,6,0.6968,0.001
7737,-32.0,4,0,5,0.6968,0.001
7738,-35.0,1,0,2,0.6968,0.001
7739,-35.0,1,0,2,0.6968,0.001
7740,-31.0,5,0,6,0.6967,0.001
7741,-35.0,1,0,2,0.6967,0.001
7742,-33.0,3,0,4,0.6967,0.001
7743,-27.0,9,0,10,0.6966,0.001
7744,-34.0,2,0,3,0.6966,0.001
7745,-35.0,1,0,2,0.6965,0.001
7746,-34.0,2,0,3,0.6965,0.001
7747,-32.0,4,0,5,0.6965,0.001
7748,-30.0,6,0,7,0.6964,0.001
7749,-32.0,4,0,5,0.6964,0.001
7750,-33.0,3,0,4,0.6963,0.001
7751,-32.0,4,0,5,0.6963,0.001
7752,-34.0,2,0,3,0.6962,0.001
7753,-22.0,14,0,15,0.6961,0.001
7754,36,1,1,1,0.6961,0.001
7755,-33.0,3,0,4,0.6961,0.001
7756,-31.0,5,0,6,0.696,0.001
7757,-31.0,5,0,6,0.696,0.001
7758,-34.0,2,0,3,0.6959,0.001
7759,-33.0,3,0,4,0.6959,0.001
7760,-28.0,8,0,9,0.6958,0.001
7761,-34.0,2,0,3,0.6958,0.001
7762,-34.0,2,0,3,0.6958,0.001
7763,-27.0,9,0,10,0.6957,0.001
7764,-33.0,3,0,4,0.6957,0.001
7765,-33.0,3,0,4,0.6956,0.001
7766,-35.0,1,0,2,0.6956,0.001
7767,-35.0,1,0,2,0.6956,0.001
7768,-34.0,2,0,3,0.6956,0.001
7769,-30.0,6,0,7,0.6955,0.001
7770,-35.0,1,0,2,0.6955,0.001
7771,-34.0,2,0,3,0.6954,0.001
7772,-32.0,4,0,5,0.6954,0.001
7773,-32.0,4,0,5,0.6954,0.001
7774,-34.0,2,0,3,0.6953,0.001
7775,-35.0,1,0,2,0.6953,0.001
7776,-30.0,6,0,7,0.6953,0.001
7777,-35.0,1,0,2,0.6952,0.001
7778,-32.0,4,0,5,0.6952,0.001
7779,-35.0,1,0,2,0.6952,0.001
7780,43.0,8,1,8,0.6951,0.001
7781,-31.0,5,0,6,0.6951,0.001
7782,-25.0,11,0,12,0.695,0.001
7783,-35.0,1,0,2,0.695,0.001
7784,38.0,3,1,3,0.6949,0.001
7785,-35.0,1,0,2,0.6949,0.001
7786,-35.0,1,0,2,0.6949,0.001
7787,36,1,1,1,0.6949,0.001
7788,-35.0,1,0,2,0.6949,0.001
7789,39.0,4,1,4,0.6948,0.001
7790,-33.0,3,0,4,0.6948,0.001
7791,-34.0,2,0,3,0.6948,0.001
7792,-31.0,5,0,6,0.6947,0.001
7793,-33.0,3,0,4,0.6947,0.001
7794,-31.0,5,0,6,0.6946,0.001
7795,-34.0,2,0,3,0.6946,0.001
7796,-35.0,1,0,2,0.6946,0.001
7797,37.0,2,1,2,0.6946,0.001
7798,-32.0,4,0,5,0.6945,0.001
7799,-34.0,2,0,3,0.6945,0.001
7800,-35.0,1,0,2,0.6945,0.001
7801,45.0,10,1,10,0.6944,0.001
7802,-30.0,6,0,7,0.6943,0.001
7803,-32.0,4,0,5,0.6943,0.001
7804,-34.0,2,0,3,0.6943,0.001
7805,-28.0,8,0,9,0.6942,0.001
7806,-35.0,1,0,2,0.6942,0.001
7807,-32.0,4,0,5,0.6941,0.001
7808,-32.0,4,0,5,0.6941,0.001
7809,-31.0,5,0,6,0.694,0.001
7810,-35.0,1,0,2,0.694,0.001
7811,-33.0,3,0,4,0.694,0.001
7812,-31.0,5,0,6,0.6939,0.001
7813,-34.0,2,0,3,0.6939,0.001
7814,-34.0,2,0,3,0.6939,0.001
7815,-33.0,3,0,4,0.6938,0.001
7816,-33.0,3,0,4,0.6938,0.001
7817,-34.0,2,0,3,0.6938,0.001
7818,-35.0,1,0,2,0.6937,0.001
7819,-35.0,1,0,2,0.6937,0.001
7820,-28.0,8,0,9,0.6937,0.001
7821,-32.0,4,0,5,0.6936,0.001
7822,-34.0,2,0,3,0.6936,0.001
7823,-34.0,2,0,3,0.6936,0.001
7824,-32.0,4,0,5,0.6935,0.001
7825,-33.0,3,0,4,0.6935,0.001
7826,-32.0,4,0,5,0.6934,0.001
7827,-29.0,7,0,8,0.6934,0.001
7828,-35.0,1,0,2,0.6934,0.001
7829,-34.0,2,0,3,0.6933,0.001
7830,-33.0,3,0,4,0.6933,0.001
7831,-32.0,4,0,5,0.6933,0.001
7832,-32.0,4,0,5,0.6932,0.001
7833,-35.0,1,0,2,0.6932,0.001
7834,-32.0,4,0,5,0.6932,0.001
7835,-35.0,1,0,2,0.6931,0.001
7836,-35.0,1,0,2,0.6931,0.001
7837,-35.0,1,0,2,0.6931,0.001
7838,-35.0,1,0,2,0.6931,0.001
7839,-35.0,1,0,2,0.6931,0.001
7840,-30.0,6,0,7,0.693,0.001
7841,-34.0,2,0,3,0.693,0.001
7842,-33.0,3,0,4,0.6929,0.001
7843,-33.0,3,0,4,0.6929,0.001
7844,-34.0,2,0,3,0.6929,0.001
7845,-35.0,1,0,2,0.6929,0.001
7846,-32.0,4,0,5,0.6928,0.001
7847,39.0,4,1,4,0.6928,0.001
7848,42.0,7,1,7,0.6927,0.001
7849,-35.0,1,0,2,0.6927,0.001
7850,-31.0,5,0,6,0.6927,0.001
7851,39.0,4,1,4,0.6926,0.001
7852,-27.0,9,0,10,0.6925,0.001
7853,-27.0,9,0,10,0.6925,0.001
7854,-34.0,2,0,3,0.6924,0.001
7855,-31.0,5,0,6,0.6924,0.001
7856,-34.0,2,0,3,0.6924,0.001
7857,-29.0,7,0,8,0.6923,0.001
7858,-33.0,3,0,4,0.6923,0.001
7859,-33.0,3,0,4,0.6922,0.001
7860,-32.0,4,0,5,0.6922,0.001
7861,-35.0,1,0,2,0.6922,0.001
7862,-25.0,11,0,12,0.692,0.001
7863,-32.0,4,0,5,0.692,0.001
7864,-33.0,3,0,4,0.692,0.001
7865,-26.0,10,0,11,0.6919,0.001
7866,39.0,4,1,4,0.6918,0.001
7867,-33.0,3,0,4,0.6918,0.001
7868,-33.0,3,0,4,0.6918,0.001
7869,-30.0,6,0,7,0.6917,0.001
7870,-25.0,11,0,12,0.6916,0.001
7871,-33.0,3,0,4,0.6916,0.001
7872,-33.0,3,0,4,0.6915,0.001
7873,-35.0,1,0,2,0.6915,0.001
7874,-33.0,3,0,4,0.6915,0.001
7875,-34.0,2,0,3,0.6915,0.001
7876,-24.0,12,0,13,0.6914,0.001
7877,-33.0,3,0,4,0.6913,0.001
7878,-27.0,9,0,10,0.6912,0.001
7879,-33.0,3,0,4,0.6912,0.001
7880,-33.0,3,0,4,0.6911,0.001
7881,45.0,10,1,10,0.6911,0.001
7882,-30.0,6,0,7,0.691,0.001
7883,-35.0,1,0,2,0.691,0.001
7884,-29.0,7,0,8,0.6909,0.001
7885,-34.0,2,0,3,0.6909,0.001
7886,-31.0,5,0,6,0.6908,0.001
7887,-28.0,8,0,9,0.6908,0.001
7888,44.0,9,1,9,0.6907,0.001
7889,-34.0,2,0,3,0.6907,0.001
7890,-33.0,3,0,4,0.6906,0.001
7891,-32.0,4,0,5,0.6906,0.001
7892,40.0,5,1,5,0.6905,0.001
7893,-35.0,1,0,2,0.6905,0.001
7894,-32.0,4,0,5,0.6905,0.001
7895,-35.0,1,0,2,0.6905,0.001
7896,-28.0,8,0,9,0.6904,0.001
7897,-32.0,4,0,5,0.6904,0.001
7898,-32.0,4,0,5,0.6903,0.001
7899,-30.0,6,0,7,0.6903,0.001
7900,39.0,4,1,4,0.6902,0.001
7901,-34.0,2,0,3,0.6902,0.001
7902,-34.0,2,0,3,0.6901,0.001
7903,-32.0,4,0,5,0.6901,0.001
7904,-32.0,4,0,5,0.6901,0.001
7905,-30.0,6,0,7,0.69,0.001
7906,-33.0,3,0,4,0.69,0.001
7907,-32.0,4,0,5,0.6899,0.001
7908,-30.0,6,0,7,0.6899,0.001
7909,-35.0,1,0,2,0.6898,0.001
7910,-31.0,5,0,6,0.6898,0.001
7911,-35.0,1,0,2,0.6898,0.001
7912,-34.0,2,0,3,0.6898,0.001
7913,-32.0,4,0,5,0.6897,0.001
7914,-33.0,3,0,4,0.6897,0.001
7915,-35.0,1,0,2,0.6897,0.001
7916,-31.0,5,0,6,0.6896,0.001
7917,41.0,6,1,6,0.6896,0.001
7918,-35.0,1,0,2,0.6895,0.001
7919,-32.0,4,0,5,0.6895,0.001
7920,-31.0,5,0,6,0.6895,0.001
7921,-30.0,6,0,7,0.6894,0.001
7922,-30.0,6,0,7,0.6893,0.001
7923,-32.0,4,0,5,0.6893,0.001
7924,-35.0,1,0,2,0.6892,0.001
7925,-32.0,4,0,5,0.6892,0.001
7926,-33.0,3,0,4,0.6892,0.001
7927,-35.0,1,0,2,0.6892,0.001
7928,-34.0,2,0,3,0.6891,0.001
7929,-31.0,5,0,6,0.6891,0.001
7930,-34.0,2,0,3,0.6891,0.001
7931,-31.0,5,0,6,0.689,0.001
7932,-31.0,5,0,6,0.689,0.001
7933,-34.0,2,0,3,0.6889,0.001
7934,-34.0,2,0,3,0.6889,0.001
7935,-34.0,2,0,3,0.6889,0.001
7936,45.0,10,1,10,0.6888,0.001
7937,-34.0,2,0,3,0.6888,0.001
7938,-33.0,3,0,4,0.6887,0.001
7939,-34.0,2,0,3,0.6887,0.001
7940,-34.0,2,0,3,0.6887,0.001
7941,-28.0,8,0,9,0.6886,0.001
7942,-32.0,4,0,5,0.6886,0.001
7943,-29.0,7,0,8,0.6885,0.001
7944,-32.0,4,0,5,0.6885,0.001
7945,-32.0,4,0,5,0.6884,0.001
7946,-30.0,6,0,7,0.6884,0.001
7947,-35.0,1,0,2,0.6883,0.001
7948,-26.0,10,0,11,0.6883,0.001
7949,-31.0,5,0,6,0.6882,0.001
7950,-35.0,1,0,2,0.6882,0.001
7951,-31.0,5,0,6,0.6881,0.001
7952,-28.0,8,0,9,0.688,0.001
7953,-32.0,4,0,5,0.688,0.001
7954,40.0,5,1,5,0.6879,0.001
7955,-32.0,4,0,5,0.6879,0.001
7956,-34.0,2,0,3,0.6879,0.001
7957,-29.0,7,0,8,0.6878,0.001
7958,-30.0,6,0,7,0.6878,0.001
7959,-35.0,1,0,2,0.6877,0.001
7960,-33.0,3,0,4,0.6877,0.001
7961,-27.0,9,0,10,0.6876,0.001
7962,-35.0,1,0,2,0.6876,0.001
7963,-30.0,6,0,7,0.6875,0.001
7964,-30.0,6,0,7,0.6875,0.001
7965,-33.0,3,0,4,0.6875,0.001
7966,-35.0,1,0,2,0.6874,0.001
7967,36,1,1,1,0.6874,0.001
7968,-31.0,5,0,6,0.6874,0.001
7969,-34.0,2,0,3,0.6874,0.001
7970,-32.0,4,0,5,0.6873,0.001
7971,-30.0,6,0,7,0.6873,0.001
7972,-30.0,6,0,7,0.6872,0.001
7973,-27.0,9,0,10,0.6871,0.001
7974,-34.0,2,0,3,0.6871,0.001
7975,-30.0,6,0,7,0.687,0.001
7976,-32.0,4,0,5,0.687,0.001
7977,-33.0,3,0,4,0.6869,0.001
7978,-28.0,8,0,9,0.6868,0.001
7979,-27.0,9,0,10,0.6868,0.001
7980,-33.0,3,0,4,0.6867,0.001
7981,-33.0,3,0,4,0.6867,0.001
7982,-33.0,3,0,4,0.6867,0.001
7983,-34.0,2,0,3,0.6866,0.001
7984,-34.0,2,0,3,0.6866,0.001
7985,-34.0,2,0,3,0.6866,0.001
7986,-33.0,3,0,4,0.6866,0.001
7987,-32.0,4,0,5,0.6865,0.001
7988,-33.0,3,0,4,0.6865,0.001
7989,-31.0,5,0,6,0.6864,0.001
7990,-35.0,1,0,2,0.6864,0.001
7991,-35.0,1,0,2,0.6864,0.001
7992,-34.0,2,0,3,0.6864,0.001
7993,-35.0,1,0,2,0.6864,0.001
7994,39.0,4,1,4,0.6863,0.001
7995,-32.0,4,0,5,0.6863,0.001
7996,-35.0,1,0,2,0.6863,0.001
7997,-25.0,11,0,12,0.6862,0.001
7998,-32.0,4,0,5,0.6861,0.001
7999,-32.0,4,0,5,0.6861,0.001
8000,-35.0,1,0,2,0.6861,0.001
8001,-29.0,7,0,8,0.686,0.001
8002,-25.0,11,0,12,0.6859,0.001
8003,-34.0,2,0,3,0.6858,0.001
8004,39.0,4,1,4,0.6858,0.001
8005,-35.0,1,0,2,0.6858,0.001
8006,-30.0,6,0,7,0.6857,0.001
8007,-25.0,11,0,12,0.6856,0.001
8008,39.0,4,1,4,0.6856,0.001
8009,-33.0,3,0,4,0.6856,0.001
8010,-33.0,3,0,4,0.6855,0.001
8011,-26.0,10,0,11,0.6854,0.001
8012,-33.0,3,0,4,0.6854,0.001
8013,-32.0,4,0,5,0.6854,0.001
8014,-34.0,2,0,3,0.6853,0.001
8015,-35.0,1,0,2,0.6853,0.001
