episode,total_reward,progress,win,n_clicks,beta,learn_rate,avg_bonus
1567,-29.93,2,0,3,0.1,0.001,1.3559
1568,-30.9,2,0,3,0.1,0.001,1.0332
1569,-31.08,2,0,3,0.1,0.001,0.9742
1570,-32.96,1,0,2,0.1,0.001,1.0186
1571,-31.16,2,0,3,0.1,0.001,0.9465
1572,-30.93,2,0,3,0.1,0.001,1.0249
1573,-29.51,2,0,3,0.1,0.001,1.4961
1574,-28.02,3,0,4,0.1,0.001,1.2454
1575,41.71,3,1,3,0.1,0.001,1.2381
1576,-27.48,4,0,5,0.1,0.001,0.9033
1577,-28.46,3,0,4,0.1,0.001,1.134
1578,-32.48,2,0,3,0.1,0.001,0.5067
1579,-32.38,1,0,2,0.1,0.001,1.3095
1580,36.39,1,1,1,0.1,0.001,0.3862
1581,-34.12,1,0,2,0.1,0.001,0.4388
1582,-32.3,1,0,2,0.1,0.001,1.3522
1583,-25.23,5,0,6,0.1,0.001,0.9617
1584,-34.12,1,0,2,0.1,0.001,0.4384
1585,-29.1,2,0,3,0.1,0.001,1.6322
1586,-28.0,3,0,4,0.1,0.001,1.2498
1587,-24.81,4,0,5,0.1,0.001,1.4386
1588,-30.88,2,0,3,0.1,0.001,1.0412
1589,-33.03,1,0,2,0.1,0.001,0.9834
1590,47.6,5,1,5,0.1,0.001,1.5202
1591,-34.12,1,0,2,0.1,0.001,0.4379
1592,-28.71,3,0,4,0.1,0.001,1.0722
1593,-33.23,1,0,2,0.1,0.001,0.8841
1594,-25.5,3,0,4,0.1,0.001,1.8762
1595,-23.52,4,0,5,0.1,0.001,1.6962
1596,-30.1,2,0,3,0.1,0.001,1.2984
1597,-34.12,1,0,2,0.1,0.001,0.4377
1598,-30.93,2,0,3,0.1,0.001,1.0227
1599,-32.15,1,0,2,0.1,0.001,1.4237
1600,-27.89,3,0,4,0.1,0.001,1.2765
1601,-33.72,1,0,2,0.1,0.001,0.6421
1602,-24.21,4,0,5,0.1,0.001,1.559
1603,-26.89,3,0,4,0.1,0.001,1.5275
1604,-29.91,2,0,3,0.1,0.001,1.3626
1605,-23.39,6,0,7,0.1,0.001,0.9448
1606,-25.42,4,0,5,0.1,0.001,1.3158
1607,-30.78,2,0,3,0.1,0.001,1.072
1608,-33.09,1,0,2,0.1,0.001,0.957
1609,-24.82,4,0,5,0.1,0.001,1.4364
1610,-31.4,2,0,3,0.1,0.001,0.8673
1611,-33.64,1,0,2,0.1,0.001,0.682
1612,-23.76,5,0,6,0.1,0.001,1.207
1613,-17.12,7,0,8,0.1,0.001,1.4852
1614,-28.83,4,0,5,0.1,0.001,0.6337
1615,-28.63,3,0,4,0.1,0.001,1.0937
1616,-32.63,1,0,2,0.1,0.001,1.1859
1617,-33.96,1,0,2,0.1,0.001,0.5178
1618,-19.1,8,0,9,0.1,0.001,0.9883
1619,-32.86,1,0,2,0.1,0.001,1.0721
1620,-21.41,5,0,6,0.1,0.001,1.5982
1621,-19.79,6,0,7,0.1,0.001,1.4582
1622,-20.52,6,0,7,0.1,0.001,1.3548
1623,-33.97,1,0,2,0.1,0.001,0.5173
1624,-32.84,1,0,2,0.1,0.001,1.0806
1625,-32.49,2,0,3,0.1,0.001,0.5035
1626,-32.55,1,0,2,0.1,0.001,1.2265
1627,-28.17,3,0,4,0.1,0.001,1.2086
1628,-31.26,2,0,3,0.1,0.001,0.9142
1629,-31.4,2,0,3,0.1,0.001,0.8662
1630,-33.77,1,0,2,0.1,0.001,0.6146
1631,-28.85,3,0,4,0.1,0.001,1.0364
1632,-17.74,8,0,9,0.1,0.001,1.1403
1633,-33.71,1,0,2,0.1,0.001,0.6437
1634,-29.6,2,0,3,0.1,0.001,1.4676
1635,-24.27,4,0,5,0.1,0.001,1.5462
1636,-34.13,1,0,2,0.1,0.001,0.4351
1637,-20.88,7,0,8,0.1,0.001,1.015
1638,-24.48,4,0,5,0.1,0.001,1.5045
1639,-29.09,3,0,4,0.1,0.001,0.9772
1640,-31.34,2,0,3,0.1,0.001,0.8878
1641,-27.93,3,0,4,0.1,0.001,1.2679
1642,-34.13,1,0,2,0.1,0.001,0.4345
1643,-27.28,3,0,4,0.1,0.001,1.4289
1644,-32.68,1,0,2,0.1,0.001,1.1624
1645,-19.57,6,0,7,0.1,0.001,1.49
1646,-30.18,2,0,3,0.1,0.001,1.2743
1647,-22.53,5,0,6,0.1,0.001,1.4119
1648,-28.47,3,0,4,0.1,0.001,1.1318
1649,-32.12,2,0,3,0.1,0.001,0.6263
1650,-27.38,3,0,4,0.1,0.001,1.4054
1651,-29.49,2,0,3,0.1,0.001,1.5029
1652,-26.97,3,0,4,0.1,0.001,1.5074
1653,-29.1,3,0,4,0.1,0.001,0.9738
1654,-22.94,5,0,6,0.1,0.001,1.3435
1655,-27.03,3,0,4,0.1,0.001,1.4933
1656,-33.81,1,0,2,0.1,0.001,0.5932
1657,-31.57,2,0,3,0.1,0.001,0.8114
1658,-33.87,1,0,2,0.1,0.001,0.5635
1659,-31.05,2,0,3,0.1,0.001,0.9829
1660,-34.13,1,0,2,0.1,0.001,0.4334
1661,-27.55,3,0,4,0.1,0.001,1.3621
1662,-25.38,4,0,5,0.1,0.001,1.3247
1663,-30.92,2,0,3,0.1,0.001,1.0283
1664,-30.05,2,0,3,0.1,0.001,1.3156
1665,-31.61,2,0,3,0.1,0.001,0.7983
1666,-31.12,2,0,3,0.1,0.001,0.9609
1667,-32.5,2,0,3,0.1,0.001,0.5007
1668,-29.95,3,0,4,0.1,0.001,0.7623
1669,-30.06,2,0,3,0.1,0.001,1.3138
1670,-29.97,2,0,3,0.1,0.001,1.3423
1671,-32.96,1,0,2,0.1,0.001,1.022
1672,-33.61,1,0,2,0.1,0.001,0.6972
1673,-32.49,1,0,2,0.1,0.001,1.2543
1674,-33.08,1,0,2,0.1,0.001,0.9575
1675,-28.38,3,0,4,0.1,0.001,1.1561
1676,-21.94,5,0,6,0.1,0.001,1.5098
1677,-34.14,1,0,2,0.1,0.001,0.4321
1678,-31.22,2,0,3,0.1,0.001,0.9278
1679,-9.67,10,0,11,0.1,0.001,1.4843
1680,-34.14,1,0,2,0.1,0.001,0.432
1681,-18.96,8,0,9,0.1,0.001,1.0042
1682,-23.53,5,0,6,0.1,0.001,1.2444
1683,-28.39,3,0,4,0.1,0.001,1.1536
1684,-30.48,3,0,4,0.1,0.001,0.6309
1685,-32.5,2,0,3,0.1,0.001,0.4992
1686,-32.84,1,0,2,0.1,0.001,1.0791
1687,-33.25,1,0,2,0.1,0.001,0.8749
1688,-32.73,1,0,2,0.1,0.001,1.1351
1689,-24.96,4,0,5,0.1,0.001,1.4083
1690,-32.87,1,0,2,0.1,0.001,1.0635
1691,-31.08,2,0,3,0.1,0.001,0.9748
1692,-32.46,1,0,2,0.1,0.001,1.2724
1693,-28.47,2,0,3,0.1,0.001,1.8434
1694,-34.14,1,0,2,0.1,0.001,0.4309
1695,-29.3,2,0,3,0.1,0.001,1.5659
1696,-24.92,4,0,5,0.1,0.001,1.416
1697,-24.24,4,0,5,0.1,0.001,1.5515
1698,-20.54,6,0,7,0.1,0.001,1.352
1699,-28.12,3,0,4,0.1,0.001,1.2211
1700,-31.17,2,0,3,0.1,0.001,0.9438
1701,-30.48,3,0,4,0.1,0.001,0.6292
1702,-21.53,5,0,6,0.1,0.001,1.5788
1703,-32.63,1,0,2,0.1,0.001,1.1845
1704,-32.8,1,0,2,0.1,0.001,1.1016
1705,-29.34,2,0,3,0.1,0.001,1.5521
1706,-30.72,3,0,4,0.1,0.001,0.5695
1707,-29.46,3,0,4,0.1,0.001,0.8849
1708,36.38,1,1,1,0.1,0.001,0.3767
1709,-33.0,1,0,2,0.1,0.001,0.9987
1710,-34.14,1,0,2,0.1,0.001,0.4296
1711,-25.47,4,0,5,0.1,0.001,1.306
1712,-32.84,1,0,2,0.1,0.001,1.0806
1713,-31.23,2,0,3,0.1,0.001,0.9224
1714,-32.73,1,0,2,0.1,0.001,1.136
1715,-23.06,5,0,6,0.1,0.001,1.3234
1716,-28.14,3,0,4,0.1,0.001,1.216
1717,-22.05,5,0,6,0.1,0.001,1.4912
1718,-28.13,3,0,4,0.1,0.001,1.217
1719,-16.31,9,0,10,0.1,0.001,1.069
1720,-27.88,3,0,4,0.1,0.001,1.2799
1721,-24.38,4,0,5,0.1,0.001,1.5231
1722,-33.91,1,0,2,0.1,0.001,0.5445
1723,-32.82,1,0,2,0.1,0.001,1.0889
1724,-23.78,4,0,5,0.1,0.001,1.6432
1725,-25.93,4,0,5,0.1,0.001,1.2148
1726,-30.14,3,0,4,0.1,0.001,0.7146
1727,-31.03,2,0,3,0.1,0.001,0.9893
1728,-28.2,3,0,4,0.1,0.001,1.2002
1729,52.73,7,1,7,0.1,0.001,1.5331
1730,-28.07,4,0,5,0.1,0.001,0.7861
1731,-28.88,4,0,5,0.1,0.001,0.6244
1732,-29.27,3,0,4,0.1,0.001,0.9332
1733,-30.02,3,0,4,0.1,0.001,0.7462
1734,-33.16,1,0,2,0.1,0.001,0.9206
1735,-18.68,6,0,7,0.1,0.001,1.6177
1736,-28.18,4,0,5,0.1,0.001,0.7649
1737,-32.68,1,0,2,0.1,0.001,1.1608
1738,-30.82,2,0,3,0.1,0.001,1.06
1739,-27.27,4,0,5,0.1,0.001,0.9451
1740,-29.48,2,0,3,0.1,0.001,1.5083
1741,-29.35,3,0,4,0.1,0.001,0.9118
1742,-29.86,3,0,4,0.1,0.001,0.7861
1743,-20.85,6,0,7,0.1,0.001,1.3072
1744,-28.09,3,0,4,0.1,0.001,1.2273
1745,-32.81,1,0,2,0.1,0.001,1.0962
1746,-34.15,1,0,2,0.1,0.001,0.427
1747,-26.96,4,0,5,0.1,0.001,1.007
1748,-20.94,5,0,6,0.1,0.001,1.6771
1749,-24.36,4,0,5,0.1,0.001,1.5271
1750,-30.74,3,0,4,0.1,0.001,0.5652
1751,-34.15,1,0,2,0.1,0.001,0.4264
1752,-26.61,4,0,5,0.1,0.001,1.0774
1753,-22.15,6,0,7,0.1,0.001,1.1218
1754,54.25,8,1,8,0.1,0.001,1.406
1755,-33.11,1,0,2,0.1,0.001,0.9446
1756,-33.1,1,0,2,0.1,0.001,0.9492
1757,-34.15,1,0,2,0.1,0.001,0.4259
1758,-31.43,2,0,3,0.1,0.001,0.856
1759,-33.39,1,0,2,0.1,0.001,0.8044
1760,-31.2,2,0,3,0.1,0.001,0.9319
1761,-31.43,2,0,3,0.1,0.001,0.8559
1762,-32.76,1,0,2,0.1,0.001,1.1199
1763,-22.1,5,0,6,0.1,0.001,1.4839
1764,-18.34,6,0,7,0.1,0.001,1.6659
1765,39.21,2,1,2,0.1,0.001,1.1046
1766,-29.65,3,0,4,0.1,0.001,0.8363
1767,-34.15,1,0,2,0.1,0.001,0.4251
1768,-34.15,1,0,2,0.1,0.001,0.4249
1769,-32.94,1,0,2,0.1,0.001,1.0294
1770,-30.23,2,0,3,0.1,0.001,1.2554
1771,-28.05,3,0,4,0.1,0.001,1.2384
1772,-32.5,1,0,2,0.1,0.001,1.2508
1773,-28.16,3,0,4,0.1,0.001,1.2105
1774,-32.15,2,0,3,0.1,0.001,0.6166
1775,-28.58,3,0,4,0.1,0.001,1.1048
1776,-29.92,2,0,3,0.1,0.001,1.3614
1777,-33.0,1,0,2,0.1,0.001,0.9999
1778,-26.11,4,0,5,0.1,0.001,1.1786
1779,-30.98,2,0,3,0.1,0.001,1.006
1780,-29.78,2,0,3,0.1,0.001,1.4051
1781,-32.8,1,0,2,0.1,0.001,1.0987
1782,-10.64,9,0,10,0.1,0.001,1.6359
1783,-32.1,2,0,3,0.1,0.001,0.6336
1784,-32.59,1,0,2,0.1,0.001,1.2049
1785,-19.0,6,0,7,0.1,0.001,1.5718
1786,-29.96,2,0,3,0.1,0.001,1.3467
1787,-32.84,1,0,2,0.1,0.001,1.0787
1788,-29.54,2,0,3,0.1,0.001,1.487
1789,-33.89,1,0,2,0.1,0.001,0.557
1790,-25.46,4,0,5,0.1,0.001,1.3083
1791,-31.46,2,0,3,0.1,0.001,0.8464
1792,-28.14,3,0,4,0.1,0.001,1.214
1793,-30.95,2,0,3,0.1,0.001,1.0152
1794,-30.42,2,0,3,0.1,0.001,1.1948
1795,-25.51,3,0,4,0.1,0.001,1.872
1796,-32.68,1,0,2,0.1,0.001,1.1607
1797,-31.32,2,0,3,0.1,0.001,0.8928
1798,-27.68,4,0,5,0.1,0.001,0.8646
1799,-32.45,1,0,2,0.1,0.001,1.2744
1800,-32.42,1,0,2,0.1,0.001,1.2914
1801,-34.15,1,0,2,0.1,0.001,0.4231
1802,-28.01,4,0,5,0.1,0.001,0.7982
1803,-28.98,3,0,4,0.1,0.001,1.0062
1804,-32.84,1,0,2,0.1,0.001,1.0791
1805,-29.84,3,0,4,0.1,0.001,0.7901
1806,-28.2,4,0,5,0.1,0.001,0.7603
1807,-21.1,5,0,6,0.1,0.001,1.6507
1808,-32.53,2,0,3,0.1,0.001,0.4897
1809,-28.9,4,0,5,0.1,0.001,0.619
1810,-22.19,5,0,6,0.1,0.001,1.4689
1811,-12.26,8,0,9,0.1,0.001,1.7488
1812,-19.28,7,0,8,0.1,0.001,1.2154
1813,-32.99,1,0,2,0.1,0.001,1.0059
1814,-13.99,8,0,9,0.1,0.001,1.5569
1815,-29.83,3,0,4,0.1,0.001,0.7936
1816,-34.16,1,0,2,0.1,0.001,0.4217
1817,-33.2,1,0,2,0.1,0.001,0.8993
1818,-34.16,1,0,2,0.1,0.001,0.4216
1819,-28.21,3,0,4,0.1,0.001,1.1982
1820,-30.27,2,0,3,0.1,0.001,1.2419
1821,-23.67,4,0,5,0.1,0.001,1.6651
1822,-28.6,4,0,5,0.1,0.001,0.6808
1823,-29.42,2,0,3,0.1,0.001,1.5257
1824,-29.12,2,0,3,0.1,0.001,1.6254
1825,-33.29,1,0,2,0.1,0.001,0.8527
1826,-23.72,5,0,6,0.1,0.001,1.2128
1827,-17.41,8,0,9,0.1,0.001,1.1761
1828,-26.36,4,0,5,0.1,0.001,1.1273
1829,-33.99,1,0,2,0.1,0.001,0.503
1830,-32.47,1,0,2,0.1,0.001,1.2637
1831,39.36,2,1,2,0.1,0.001,1.1806
1832,-31.05,2,0,3,0.1,0.001,0.983
1833,-28.88,2,0,3,0.1,0.001,1.7083
1834,-32.52,1,0,2,0.1,0.001,1.2414
1835,-30.75,2,0,3,0.1,0.001,1.0843
1836,-34.0,1,0,2,0.1,0.001,0.5022
1837,-13.14,9,0,10,0.1,0.001,1.3861
1838,-32.44,1,0,2,0.1,0.001,1.2805
1839,-32.16,2,0,3,0.1,0.001,0.6119
1840,-25.96,4,0,5,0.1,0.001,1.208
1841,-27.62,3,0,4,0.1,0.001,1.345
1842,-26.54,3,0,4,0.1,0.001,1.6162
1843,-32.98,1,0,2,0.1,0.001,1.0099
1844,-27.6,4,0,5,0.1,0.001,0.8806
1845,-31.17,2,0,3,0.1,0.001,0.945
1846,-27.87,4,0,5,0.1,0.001,0.8264
1847,-28.71,3,0,4,0.1,0.001,1.0724
1848,47.03,5,1,5,0.1,0.001,1.4057
1849,-28.66,3,0,4,0.1,0.001,1.0854
1850,44.49,4,1,4,0.1,0.001,1.3729
1851,-24.43,4,0,5,0.1,0.001,1.5138
1852,-32.79,1,0,2,0.1,0.001,1.1072
1853,-31.72,2,0,3,0.1,0.001,0.7611
1854,-33.72,1,0,2,0.1,0.001,0.6395
1855,-30.95,2,0,3,0.1,0.001,1.016
1856,-30.52,2,0,3,0.1,0.001,1.1587
1857,-4.28,11,0,12,0.1,0.001,1.7269
1858,-28.47,3,0,4,0.1,0.001,1.1319
1859,-29.85,2,0,3,0.1,0.001,1.3847
1860,-29.86,3,0,4,0.1,0.001,0.7855
1861,-22.36,5,0,6,0.1,0.001,1.4403
1862,-34.16,1,0,2,0.1,0.001,0.4191
1863,-30.54,2,0,3,0.1,0.001,1.1548
1864,-28.92,4,0,5,0.1,0.001,0.6151
1865,-33.98,1,0,2,0.1,0.001,0.5119
1866,-32.54,2,0,3,0.1,0.001,0.4853
1867,-31.33,2,0,3,0.1,0.001,0.8908
1868,-32.63,1,0,2,0.1,0.001,1.1852
1869,-29.79,3,0,4,0.1,0.001,0.802
1870,-32.38,1,0,2,0.1,0.001,1.3094
1871,-33.74,1,0,2,0.1,0.001,0.6297
1872,-16.42,7,0,8,0.1,0.001,1.5722
1873,-30.77,3,0,4,0.1,0.001,0.5566
1874,-31.19,2,0,3,0.1,0.001,0.938
1875,-33.1,1,0,2,0.1,0.001,0.9492
1876,-32.26,1,0,2,0.1,0.001,1.3693
1877,-27.52,3,0,4,0.1,0.001,1.3706
1878,-24.19,4,0,5,0.1,0.001,1.5623
1879,-30.08,2,0,3,0.1,0.001,1.3056
1880,-33.72,1,0,2,0.1,0.001,0.6422
1881,-20.83,6,0,7,0.1,0.001,1.31
1882,-29.72,3,0,4,0.1,0.001,0.8197
1883,-30.07,3,0,4,0.1,0.001,0.7327
1884,-32.91,1,0,2,0.1,0.001,1.0425
1885,-29.63,3,0,4,0.1,0.001,0.8413
1886,-30.94,2,0,3,0.1,0.001,1.0185
1887,-29.85,3,0,4,0.1,0.001,0.7877
1888,-26.25,4,0,5,0.1,0.001,1.1498
1889,-32.77,1,0,2,0.1,0.001,1.116
1890,-24.45,4,0,5,0.1,0.001,1.5101
1891,-32.17,2,0,3,0.1,0.001,0.6093
1892,-32.43,1,0,2,0.1,0.001,1.2834
1893,-30.77,2,0,3,0.1,0.001,1.0768
1894,-26.08,5,0,6,0.1,0.001,0.8194
1895,-30.78,3,0,4,0.1,0.001,0.5548
1896,-31.16,2,0,3,0.1,0.001,0.9465
1897,-21.24,5,0,6,0.1,0.001,1.6273
1898,-24.93,4,0,5,0.1,0.001,1.4146
1899,-29.98,2,0,3,0.1,0.001,1.3401
1900,-23.79,4,0,5,0.1,0.001,1.6422
1901,-23.16,6,0,7,0.1,0.001,0.9777
1902,-24.1,5,0,6,0.1,0.001,1.1504
1903,-32.92,1,0,2,0.1,0.001,1.0379
1904,-27.95,3,0,4,0.1,0.001,1.2621
1905,-27.56,3,0,4,0.1,0.001,1.3603
1906,-32.36,1,0,2,0.1,0.001,1.3191
1907,-30.11,3,0,4,0.1,0.001,0.722
1908,-26.85,3,0,4,0.1,0.001,1.5385
1909,-31.43,2,0,3,0.1,0.001,0.8577
1910,-32.86,1,0,2,0.1,0.001,1.069
1911,-26.55,4,0,5,0.1,0.001,1.0905
1912,-30.15,2,0,3,0.1,0.001,1.2837
1913,-32.55,2,0,3,0.1,0.001,0.4822
1914,-21.4,6,0,7,0.1,0.001,1.2283
1915,-32.46,1,0,2,0.1,0.001,1.2692
1916,-34.17,1,0,2,0.1,0.001,0.4156
1917,-29.31,3,0,4,0.1,0.001,0.922
1918,-30.2,3,0,4,0.1,0.001,0.699
1919,-34.17,1,0,2,0.1,0.001,0.4153
1920,-32.56,2,0,3,0.1,0.001,0.4815
1921,-32.69,1,0,2,0.1,0.001,1.1532
1922,-34.17,1,0,2,0.1,0.001,0.415
1923,-26.41,4,0,5,0.1,0.001,1.1172
1924,-21.2,6,0,7,0.1,0.001,1.2569
1925,-8.99,9,0,10,0.1,0.001,1.8009
1926,-21.91,6,0,7,0.1,0.001,1.1557
1927,-25.1,4,0,5,0.1,0.001,1.3797
1928,-33.62,1,0,2,0.1,0.001,0.6891
1929,-32.93,1,0,2,0.1,0.001,1.0346
1930,-28.46,3,0,4,0.1,0.001,1.1355
1931,-34.17,1,0,2,0.1,0.001,0.4142
1932,-31.34,2,0,3,0.1,0.001,0.887
1933,-25.75,4,0,5,0.1,0.001,1.25
1934,-34.17,1,0,2,0.1,0.001,0.414
1935,-32.36,1,0,2,0.1,0.001,1.3177
1936,-22.41,6,0,7,0.1,0.001,1.0843
1937,-21.68,5,0,6,0.1,0.001,1.5532
1938,-32.84,1,0,2,0.1,0.001,1.0797
1939,-34.17,1,0,2,0.1,0.001,0.4137
1940,-25.06,4,0,5,0.1,0.001,1.3872
1941,-31.4,2,0,3,0.1,0.001,0.8652
1942,-21.33,5,0,6,0.1,0.001,1.6108
1943,-30.55,3,0,4,0.1,0.001,0.6126
1944,-29.95,2,0,3,0.1,0.001,1.3502
1945,-18.06,8,0,9,0.1,0.001,1.1046
1946,-29.52,2,0,3,0.1,0.001,1.4917
1947,-28.22,3,0,4,0.1,0.001,1.1961
1948,-26.0,4,0,5,0.1,0.001,1.1998
1949,-26.56,3,0,4,0.1,0.001,1.6096
1950,39.97,3,1,3,0.1,0.001,0.6573
1951,-24.89,4,0,5,0.1,0.001,1.422
1952,-20.62,6,0,7,0.1,0.001,1.3404
1953,-19.89,7,0,8,0.1,0.001,1.1385
1954,-33.13,1,0,2,0.1,0.001,0.9338
1955,-31.87,2,0,3,0.1,0.001,0.7108
1956,-22.97,4,0,5,0.1,0.001,1.8068
1957,-15.42,8,0,9,0.1,0.001,1.3975
1958,-28.1,4,0,5,0.1,0.001,0.78
1959,-32.73,1,0,2,0.1,0.001,1.1365
1960,-25.51,4,0,5,0.1,0.001,1.2989
1961,-27.74,4,0,5,0.1,0.001,0.8514
1962,-29.49,3,0,4,0.1,0.001,0.8784
1963,-32.48,1,0,2,0.1,0.001,1.2608
1964,-21.35,6,0,7,0.1,0.001,1.2355
1965,-24.21,6,0,7,0.1,0.001,0.8278
1966,-30.8,3,0,4,0.1,0.001,0.5494
1967,-32.39,1,0,2,0.1,0.001,1.3038
1968,-29.45,3,0,4,0.1,0.001,0.8883
1969,-31.25,2,0,3,0.1,0.001,0.9167
1970,-30.86,2,0,3,0.1,0.001,1.0468
1971,-23.41,6,0,7,0.1,0.001,0.9409
1972,-32.93,1,0,2,0.1,0.001,1.0364
1973,-32.9,1,0,2,0.1,0.001,1.0489
1974,-26.43,3,0,4,0.1,0.001,1.6429
1975,-20.21,6,0,7,0.1,0.001,1.3992
1976,-32.98,1,0,2,0.1,0.001,1.011
1977,-31.14,2,0,3,0.1,0.001,0.9534
1978,-24.62,4,0,5,0.1,0.001,1.4767
1979,-32.48,1,0,2,0.1,0.001,1.2617
1980,-26.31,5,0,6,0.1,0.001,0.7817
1981,-28.05,4,0,5,0.1,0.001,0.7904
1982,-32.71,1,0,2,0.1,0.001,1.1461
1983,-32.63,1,0,2,0.1,0.001,1.184
1984,-32.57,2,0,3,0.1,0.001,0.4765
1985,-27.2,3,0,4,0.1,0.001,1.4491
1986,-32.52,2,0,3,0.1,0.001,0.4932
1987,-29.68,2,0,3,0.1,0.001,1.4399
1988,-27.21,4,0,5,0.1,0.001,0.957
1989,-26.57,4,0,5,0.1,0.001,1.0862
1990,-10.89,11,0,12,0.1,0.001,1.176
1991,-33.75,1,0,2,0.1,0.001,0.6239
1992,-24.67,4,0,5,0.1,0.001,1.466
1993,-24.75,4,0,5,0.1,0.001,1.4492
1994,-24.89,5,0,6,0.1,0.001,1.019
1995,-28.49,3,0,4,0.1,0.001,1.1273
1996,-26.82,4,0,5,0.1,0.001,1.0359
1997,-30.77,2,0,3,0.1,0.001,1.0771
1998,-8.45,10,0,11,0.1,0.001,1.5954
1999,-32.91,1,0,2,0.1,0.001,1.0441
2000,-28.15,3,0,4,0.1,0.001,1.2124
2001,-30.91,2,0,3,0.1,0.001,1.0302
2002,-30.47,2,0,3,0.1,0.001,1.1771
2003,-29.89,2,0,3,0.1,0.001,1.3687
2004,-34.18,1,0,2,0.1,0.001,0.4099
2005,-31.08,2,0,3,0.1,0.001,0.974
2006,-27.87,3,0,4,0.1,0.001,1.2814
2007,-7.76,12,0,13,0.1,0.001,1.2491
2008,-27.44,4,0,5,0.1,0.001,0.9115
2009,-34.18,1,0,2,0.1,0.001,0.4096
2010,-34.18,1,0,2,0.1,0.001,0.4095
2011,-30.78,3,0,4,0.1,0.001,0.5552
2012,-24.74,4,0,5,0.1,0.001,1.4526
2013,-33.19,1,0,2,0.1,0.001,0.9053
2014,-27.67,3,0,4,0.1,0.001,1.3336
2015,-32.82,1,0,2,0.1,0.001,1.0875
2016,-26.98,3,0,4,0.1,0.001,1.5047
2017,-29.43,3,0,4,0.1,0.001,0.8937
2018,-32.19,2,0,3,0.1,0.001,0.6022
2019,-32.81,1,0,2,0.1,0.001,1.0932
2020,-29.31,3,0,4,0.1,0.001,0.9237
2021,-28.09,4,0,5,0.1,0.001,0.7827
2022,-33.94,1,0,2,0.1,0.001,0.5282
2023,-32.47,1,0,2,0.1,0.001,1.2643
2024,51.0,7,1,7,0.1,0.001,1.2855
2025,-32.46,1,0,2,0.1,0.001,1.2681
2026,-33.15,1,0,2,0.1,0.001,0.9233
2027,-33.72,1,0,2,0.1,0.001,0.6419
2028,-26.38,4,0,5,0.1,0.001,1.1235
2029,-29.13,2,0,3,0.1,0.001,1.6243
2030,-32.91,1,0,2,0.1,0.001,1.0428
2031,-32.95,1,0,2,0.1,0.001,1.0233
2032,-32.46,1,0,2,0.1,0.001,1.2705
2033,-22.14,5,0,6,0.1,0.001,1.4759
2034,-31.28,2,0,3,0.1,0.001,0.9052
2035,-25.44,4,0,5,0.1,0.001,1.3129
2036,-32.98,1,0,2,0.1,0.001,1.0116
2037,-28.23,3,0,4,0.1,0.001,1.1937
2038,-22.31,5,0,6,0.1,0.001,1.4476
2039,-29.27,3,0,4,0.1,0.001,0.9332
2040,-24.6,5,0,6,0.1,0.001,1.0672
2041,-32.69,1,0,2,0.1,0.001,1.154
2042,-29.67,3,0,4,0.1,0.001,0.8325
2043,-31.26,2,0,3,0.1,0.001,0.9144
2044,-22.95,6,0,7,0.1,0.001,1.0067
2045,-31.44,2,0,3,0.1,0.001,0.8518
2046,-18.16,8,0,9,0.1,0.001,1.0937
2047,-21.31,5,0,6,0.1,0.001,1.6145
2048,47.11,5,1,5,0.1,0.001,1.4217
2049,-29.64,2,0,3,0.1,0.001,1.4525
2050,-26.52,4,0,5,0.1,0.001,1.0963
2051,36.36,1,1,1,0.1,0.001,0.3563
2052,-32.86,1,0,2,0.1,0.001,1.0715
2053,-28.12,3,0,4,0.1,0.001,1.2211
2054,-21.38,5,0,6,0.1,0.001,1.6027
2055,-29.92,2,0,3,0.1,0.001,1.3614
2056,-33.81,1,0,2,0.1,0.001,0.5954
2057,-27.87,4,0,5,0.1,0.001,0.8265
2058,-26.51,3,0,4,0.1,0.001,1.6228
2059,-32.2,2,0,3,0.1,0.001,0.5987
2060,-21.99,5,0,6,0.1,0.001,1.5012
2061,-30.79,3,0,4,0.1,0.001,0.5513
2062,-32.21,2,0,3,0.1,0.001,0.5981
2063,-30.83,3,0,4,0.1,0.001,0.5429
2064,-25.5,4,0,5,0.1,0.001,1.3001
2065,-33.71,1,0,2,0.1,0.001,0.6447
2066,-28.62,3,0,4,0.1,0.001,1.0941
2067,-19.29,6,0,7,0.1,0.001,1.5304
2068,-19.01,6,0,7,0.1,0.001,1.5703
2069,-29.35,3,0,4,0.1,0.001,0.9126
2070,-23.03,5,0,6,0.1,0.001,1.3279
2071,-24.89,4,0,5,0.1,0.001,1.4216
2072,-32.64,1,0,2,0.1,0.001,1.1785
2073,-27.32,4,0,5,0.1,0.001,0.937
2074,-29.82,2,0,3,0.1,0.001,1.3923
2075,-28.6,3,0,4,0.1,0.001,1.0997
2076,-32.83,1,0,2,0.1,0.001,1.0857
2077,-34.02,1,0,2,0.1,0.001,0.489
2078,-32.95,1,0,2,0.1,0.001,1.0274
2079,-29.88,2,0,3,0.1,0.001,1.3718
2080,-28.59,3,0,4,0.1,0.001,1.1027
2081,-32.59,2,0,3,0.1,0.001,0.4709
2082,-25.11,5,0,6,0.1,0.001,0.9816
2083,-30.8,3,0,4,0.1,0.001,0.5497
2084,-32.21,2,0,3,0.1,0.001,0.5972
2085,-34.19,1,0,2,0.1,0.001,0.4057
