episode,total_reward,progress,win,n_clicks,beta,learn_rate,avg_bonus
9986,47.04,8,1,8,0.1,0.001,0.5049
9987,-22.14,9,0,10,0.1,0.001,0.4858
9988,48.91,9,1,9,0.1,0.001,0.5452
9989,49.66,10,1,10,0.1,0.001,0.4661
9990,47.2,8,1,8,0.1,0.001,0.5244
9991,49.23,9,1,9,0.1,0.001,0.5807
9992,-34.53,1,0,2,0.1,0.001,0.2333
9993,44.93,7,1,7,0.1,0.001,0.4186
9994,-26.82,6,0,7,0.1,0.001,0.4539
9995,39.08,3,1,3,0.1,0.001,0.359
9996,-24.95,7,0,8,0.1,0.001,0.5059
9997,38.87,3,1,3,0.1,0.001,0.2898
9998,43.82,6,1,6,0.1,0.001,0.4699
9999,-28.46,5,0,6,0.1,0.001,0.4234
10000,51.54,11,1,11,0.1,0.001,0.5039
10001,44.92,7,1,7,0.1,0.001,0.4167
10002,44.91,7,1,7,0.1,0.001,0.4151
10003,-33.04,2,0,3,0.1,0.001,0.3212
10004,37.72,2,1,2,0.1,0.001,0.3609
10005,48.13,9,1,9,0.1,0.001,0.459
10006,43.56,6,1,6,0.1,0.001,0.4269
10007,-21.89,9,0,10,0.1,0.001,0.5114
10008,50.34,9,1,9,0.1,0.001,0.7049
10009,-32.87,2,0,3,0.1,0.001,0.375
10010,39.12,3,1,3,0.1,0.001,0.3744
10011,-23.17,8,0,9,0.1,0.001,0.5365
10012,-31.2,3,0,4,0.1,0.001,0.4496
10013,41.89,5,1,5,0.1,0.001,0.3784
10014,41.88,5,1,5,0.1,0.001,0.3766
10015,50.77,10,1,10,0.1,0.001,0.5769
10016,-32.99,2,0,3,0.1,0.001,0.3354
10017,47.96,9,1,9,0.1,0.001,0.44
10018,43.43,6,1,6,0.1,0.001,0.4048
10019,43.49,6,1,6,0.1,0.001,0.4147
10020,43.86,6,1,6,0.1,0.001,0.4769
10021,46.85,8,1,8,0.1,0.001,0.4816
10022,62.92,17,1,17,0.1,0.001,0.6423
10023,44.95,7,1,7,0.1,0.001,0.4218
10024,-34.5,1,0,2,0.1,0.001,0.2518
10025,58.14,15,1,15,0.1,0.001,0.543
10026,-32.69,2,0,3,0.1,0.001,0.4365
10027,51.02,10,1,10,0.1,0.001,0.6023
10028,52.29,12,1,12,0.1,0.001,0.4412
10029,54.64,12,1,12,0.1,0.001,0.6363
10030,44.23,6,1,6,0.1,0.001,0.5382
10031,44.86,7,1,7,0.1,0.001,0.4084
10032,-18.62,11,0,12,0.1,0.001,0.5314
10033,50.56,10,1,10,0.1,0.001,0.5557
10034,-23.48,8,0,9,0.1,0.001,0.5025
10035,47.01,8,1,8,0.1,0.001,0.5009
10036,40.6,4,1,4,0.1,0.001,0.4011
10037,42.46,5,1,5,0.1,0.001,0.4913
10038,44.91,7,1,7,0.1,0.001,0.4154
10039,-31.35,3,0,4,0.1,0.001,0.4137
10040,-33.18,2,0,3,0.1,0.001,0.2748
10041,46.45,8,1,8,0.1,0.001,0.4311
10042,-33.18,2,0,3,0.1,0.001,0.2732
10043,68.63,22,1,22,0.1,0.001,0.5289
10044,-34.51,1,0,2,0.1,0.001,0.2466
10045,41.03,4,1,4,0.1,0.001,0.5083
10046,43.92,6,1,6,0.1,0.001,0.4864
10047,-32.95,2,0,3,0.1,0.001,0.3485
10048,43.39,6,1,6,0.1,0.001,0.3991
10049,46.99,8,1,8,0.1,0.001,0.4983
10050,53.34,12,1,12,0.1,0.001,0.528
10051,-34.36,1,0,2,0.1,0.001,0.3195
10052,48.96,10,1,10,0.1,0.001,0.3957
10053,-30.49,4,0,5,0.1,0.001,0.3024
10054,42.51,5,1,5,0.1,0.001,0.5028
10055,40.73,4,1,4,0.1,0.001,0.4315
10056,44.78,7,1,7,0.1,0.001,0.3974
10057,-22.05,9,0,10,0.1,0.001,0.4946
10058,48.45,9,1,9,0.1,0.001,0.495
10059,45.69,8,1,8,0.1,0.001,0.3361
10060,48.21,9,1,9,0.1,0.001,0.4675
10061,58.91,16,1,16,0.1,0.001,0.4943
10062,-29.5,4,0,5,0.1,0.001,0.4994
10063,-27.71,5,0,6,0.1,0.001,0.5483
10064,49.32,9,1,9,0.1,0.001,0.5913
10065,45.12,7,1,7,0.1,0.001,0.4461
10066,40.31,4,1,4,0.1,0.001,0.3275
10067,50.72,11,1,11,0.1,0.001,0.429
10068,50.1,10,1,10,0.1,0.001,0.5102
10069,44.83,7,1,7,0.1,0.001,0.4047
10070,42.21,5,1,5,0.1,0.001,0.4428
10071,46.27,8,1,8,0.1,0.001,0.409
10072,49.57,10,1,10,0.1,0.001,0.4566
10073,-33.02,2,0,3,0.1,0.001,0.3267
10074,45.54,7,1,7,0.1,0.001,0.5057
10075,48.64,9,1,9,0.1,0.001,0.5159
10076,43.59,6,1,6,0.1,0.001,0.432
10077,43.49,6,1,6,0.1,0.001,0.4155
10078,39.15,3,1,3,0.1,0.001,0.3828
10079,51.66,11,1,11,0.1,0.001,0.5141
10080,49.25,10,1,10,0.1,0.001,0.4255
10081,41.91,5,1,5,0.1,0.001,0.3828
10082,-26.76,6,0,7,0.1,0.001,0.4629
10083,40.31,4,1,4,0.1,0.001,0.3263
10084,-18.41,11,0,12,0.1,0.001,0.5489
10085,-24.56,8,0,9,0.1,0.001,0.3817
10086,41.63,4,1,4,0.1,0.001,0.6569
10087,-31.36,3,0,4,0.1,0.001,0.4109
10088,42.02,5,1,5,0.1,0.001,0.4041
10089,-29.23,4,0,5,0.1,0.001,0.5548
10090,55.99,14,1,14,0.1,0.001,0.4992
10091,-33.24,2,0,3,0.1,0.001,0.2533
10092,52.41,12,1,12,0.1,0.001,0.4508
10093,-24.64,7,0,8,0.1,0.001,0.5448
10094,-31.3,3,0,4,0.1,0.001,0.4242
10095,43.16,6,1,6,0.1,0.001,0.3606
10096,47.41,9,1,9,0.1,0.001,0.3793
10097,-31.68,3,0,4,0.1,0.001,0.3301
10098,-27.48,6,0,7,0.1,0.001,0.3601
10099,43.85,6,1,6,0.1,0.001,0.4755
10100,44.35,6,1,6,0.1,0.001,0.5582
10101,-22.09,8,0,9,0.1,0.001,0.6564
10102,55.21,14,1,14,0.1,0.001,0.4437
10103,47.53,9,1,9,0.1,0.001,0.3927
10104,51.47,11,1,11,0.1,0.001,0.497
10105,47.09,8,1,8,0.1,0.001,0.5111
10106,-29.95,4,0,5,0.1,0.001,0.4091
10107,47.38,9,1,9,0.1,0.001,0.3758
10108,50.9,10,1,10,0.1,0.001,0.5901
10109,44.84,7,1,7,0.1,0.001,0.4055
10110,-33.27,2,0,3,0.1,0.001,0.2426
10111,43.81,6,1,6,0.1,0.001,0.4691
10112,-34.5,1,0,2,0.1,0.001,0.2495
10113,-34.55,1,0,2,0.1,0.001,0.2266
10114,49.77,10,1,10,0.1,0.001,0.4773
10115,42.31,5,1,5,0.1,0.001,0.4624
10116,42.18,5,1,5,0.1,0.001,0.4367
10117,39.4,3,1,3,0.1,0.001,0.4654
10118,51.18,10,1,10,0.1,0.001,0.618
10119,43.61,6,1,6,0.1,0.001,0.4351
10120,-27.28,6,0,7,0.1,0.001,0.3879
10121,40.72,4,1,4,0.1,0.001,0.4301
10122,38.95,3,1,3,0.1,0.001,0.3166
10123,43.22,6,1,6,0.1,0.001,0.3694
10124,43.47,6,1,6,0.1,0.001,0.4112
10125,-33.12,2,0,3,0.1,0.001,0.2932
10126,39.15,3,1,3,0.1,0.001,0.3824
10127,46.2,8,1,8,0.1,0.001,0.3999
10128,55.81,13,1,13,0.1,0.001,0.6009
10129,-24.52,7,0,8,0.1,0.001,0.5595
10130,-22.94,8,0,9,0.1,0.001,0.5627
10131,48.29,9,1,9,0.1,0.001,0.4764
10132,42.22,5,1,5,0.1,0.001,0.4432
10133,43.16,5,1,5,0.1,0.001,0.6324
10134,44.82,7,1,7,0.1,0.001,0.4022
10135,40.72,4,1,4,0.1,0.001,0.4312
10136,43.35,6,1,6,0.1,0.001,0.3923
10137,47.94,9,1,9,0.1,0.001,0.4376
10138,-33.1,2,0,3,0.1,0.001,0.2995
10139,48.08,9,1,9,0.1,0.001,0.453
10140,-31.48,3,0,4,0.1,0.001,0.3797
10141,42.44,5,1,5,0.1,0.001,0.4879
10142,-30.19,4,0,5,0.1,0.001,0.3614
10143,42.08,5,1,5,0.1,0.001,0.4157
10144,40.63,4,1,4,0.1,0.001,0.4075
10145,-28.67,5,0,6,0.1,0.001,0.3879
10146,-30.41,4,0,5,0.1,0.001,0.3171
10147,44.95,7,1,7,0.1,0.001,0.4214
10148,45.2,7,1,7,0.1,0.001,0.4577
10149,57.97,15,1,15,0.1,0.001,0.531
10150,46.56,8,1,8,0.1,0.001,0.4455
10151,-22.5,9,0,10,0.1,0.001,0.4502
10152,-30.04,4,0,5,0.1,0.001,0.3921
10153,45.4,7,1,7,0.1,0.001,0.4851
10154,57.66,14,1,14,0.1,0.001,0.6188
10155,-34.51,1,0,2,0.1,0.001,0.243
10156,55.56,13,1,13,0.1,0.001,0.5814
10157,53.01,12,1,12,0.1,0.001,0.5011
10158,50.77,11,1,11,0.1,0.001,0.4332
10159,-28.74,5,0,6,0.1,0.001,0.3771
10160,40.85,4,1,4,0.1,0.001,0.4613
10161,-23.83,8,0,9,0.1,0.001,0.4631
10162,47.67,9,1,9,0.1,0.001,0.4079
10163,51.18,11,1,11,0.1,0.001,0.4711
10164,-34.33,1,0,2,0.1,0.001,0.3354
10165,44.31,7,1,7,0.1,0.001,0.3307
10166,52.72,12,1,12,0.1,0.001,0.4768
10167,43.69,6,1,6,0.1,0.001,0.4491
10168,37.85,2,1,2,0.1,0.001,0.4265
10169,48.2,9,1,9,0.1,0.001,0.467
10170,51.31,11,1,11,0.1,0.001,0.4828
10171,37.56,2,1,2,0.1,0.001,0.2779
10172,-29.22,4,0,5,0.1,0.001,0.5562
10173,39.15,3,1,3,0.1,0.001,0.3844
10174,55.35,13,1,13,0.1,0.001,0.5657
10175,45.92,7,1,7,0.1,0.001,0.5604
10176,49.78,10,1,10,0.1,0.001,0.4781
10177,40.54,4,1,4,0.1,0.001,0.3857
10178,46.42,8,1,8,0.1,0.001,0.4278
10179,40.7,4,1,4,0.1,0.001,0.4238
10180,62.2,17,1,17,0.1,0.001,0.6
10181,44.6,7,1,7,0.1,0.001,0.3712
10182,40.46,4,1,4,0.1,0.001,0.3655
10183,55.91,14,1,14,0.1,0.001,0.4934
10184,-23.38,8,0,9,0.1,0.001,0.5137
10185,-34.59,1,0,2,0.1,0.001,0.2057
10186,-23.52,8,0,9,0.1,0.001,0.4976
10187,42.29,5,1,5,0.1,0.001,0.4587
10188,52.28,12,1,12,0.1,0.001,0.4399
10189,42.39,5,1,5,0.1,0.001,0.4781
10190,-25.08,7,0,8,0.1,0.001,0.4899
10191,-11.39,14,0,15,0.1,0.001,0.7071
10192,-34.38,1,0,2,0.1,0.001,0.3097
10193,48.18,9,1,9,0.1,0.001,0.4643
10194,41.91,5,1,5,0.1,0.001,0.3811
10195,-33.05,2,0,3,0.1,0.001,0.3181
10196,44.89,7,1,7,0.1,0.001,0.4124
10197,47.8,8,1,8,0.1,0.001,0.6001
10198,39.14,3,1,3,0.1,0.001,0.3787
10199,40.35,4,1,4,0.1,0.001,0.3369
10200,51.66,11,1,11,0.1,0.001,0.5141
10201,41.83,5,1,5,0.1,0.001,0.3661
10202,-25.8,7,0,8,0.1,0.001,0.4004
10203,53.91,12,1,12,0.1,0.001,0.576
10204,-30.02,4,0,5,0.1,0.001,0.3962
10205,40.38,4,1,4,0.1,0.001,0.3458
10206,48.11,9,1,9,0.1,0.001,0.4568
10207,46.45,8,1,8,0.1,0.001,0.4308
10208,46.68,8,1,8,0.1,0.001,0.4595
10209,-33.13,2,0,3,0.1,0.001,0.2896
10210,45.57,7,1,7,0.1,0.001,0.5105
10211,46.47,8,1,8,0.1,0.001,0.4331
10212,53.89,13,1,13,0.1,0.001,0.4532
10213,-34.49,1,0,2,0.1,0.001,0.2553
10214,-19.94,10,0,11,0.1,0.001,0.5512
10215,-22.69,9,0,10,0.1,0.001,0.4308
10216,-31.23,3,0,4,0.1,0.001,0.4428
10217,42.01,5,1,5,0.1,0.001,0.4015
10218,57.6,14,1,14,0.1,0.001,0.614
10219,53.53,12,1,12,0.1,0.001,0.5445
10220,51.34,11,1,11,0.1,0.001,0.4855
10221,44.01,6,1,6,0.1,0.001,0.5018
10222,44.76,7,1,7,0.1,0.001,0.3938
10223,46.96,8,1,8,0.1,0.001,0.4945
10224,51.56,11,1,11,0.1,0.001,0.5052
10225,49.73,10,1,10,0.1,0.001,0.4731
10226,51.45,11,1,11,0.1,0.001,0.4956
10227,-34.52,1,0,2,0.1,0.001,0.2393
10228,-34.4,1,0,2,0.1,0.001,0.302
10229,40.3,4,1,4,0.1,0.001,0.3262
10230,-27.5,6,0,7,0.1,0.001,0.3576
10231,-34.55,1,0,2,0.1,0.001,0.2272
10232,-30.71,3,0,4,0.1,0.001,0.5737
10233,48.9,10,1,10,0.1,0.001,0.39
10234,-32.91,2,0,3,0.1,0.001,0.3623
10235,-32.85,2,0,3,0.1,0.001,0.3831
10236,46.37,8,1,8,0.1,0.001,0.4211
10237,-34.42,1,0,2,0.1,0.001,0.2908
10238,44.06,6,1,6,0.1,0.001,0.51
10239,39.19,3,1,3,0.1,0.001,0.3953
10240,39.16,3,1,3,0.1,0.001,0.3867
10241,49.34,10,1,10,0.1,0.001,0.4339
10242,41.84,5,1,5,0.1,0.001,0.3689
10243,-31.83,3,0,4,0.1,0.001,0.2915
10244,41.99,5,1,5,0.1,0.001,0.3974
10245,55.47,13,1,13,0.1,0.001,0.5742
10246,-22.61,9,0,10,0.1,0.001,0.4392
10247,51.31,11,1,11,0.1,0.001,0.4823
10248,50.71,10,1,10,0.1,0.001,0.571
10249,53.49,11,1,11,0.1,0.001,0.6805
10250,46.51,8,1,8,0.1,0.001,0.4393
10251,42.11,5,1,5,0.1,0.001,0.4224
10252,43.9,6,1,6,0.1,0.001,0.4839
10253,50.35,10,1,10,0.1,0.001,0.5347
10254,41.95,5,1,5,0.1,0.001,0.3892
10255,43.31,6,1,6,0.1,0.001,0.3855
10256,49.81,10,1,10,0.1,0.001,0.4806
10257,42.5,5,1,5,0.1,0.001,0.5009
10258,-34.54,1,0,2,0.1,0.001,0.2307
10259,42.32,5,1,5,0.1,0.001,0.4649
10260,48.86,10,1,10,0.1,0.001,0.3858
10261,46.78,8,1,8,0.1,0.001,0.4729
10262,50.02,10,1,10,0.1,0.001,0.5023
10263,48.4,9,1,9,0.1,0.001,0.489
10264,49.26,9,1,9,0.1,0.001,0.585
10265,61.24,17,1,17,0.1,0.001,0.5433
10266,45.35,7,1,7,0.1,0.001,0.478
10267,53.53,12,1,12,0.1,0.001,0.5438
10268,51.84,11,1,11,0.1,0.001,0.531
10269,49.31,10,1,10,0.1,0.001,0.4306
10270,42.09,5,1,5,0.1,0.001,0.4188
10271,45.76,7,1,7,0.1,0.001,0.5367
10272,48.71,9,1,9,0.1,0.001,0.5235
10273,44.96,7,1,7,0.1,0.001,0.423
10274,41.68,5,1,5,0.1,0.001,0.3352
10275,45.56,7,1,7,0.1,0.001,0.5092
10276,-34.39,1,0,2,0.1,0.001,0.3035
10277,44.86,7,1,7,0.1,0.001,0.4083
10278,-26.98,6,0,7,0.1,0.001,0.4318
10279,71.01,22,1,22,0.1,0.001,0.6368
10280,36.15,1,1,1,0.1,0.001,0.1547
10281,40.84,4,1,4,0.1,0.001,0.4598
10282,-24.34,8,0,9,0.1,0.001,0.4071
10283,41.69,5,1,5,0.1,0.001,0.3386
10284,40.58,4,1,4,0.1,0.001,0.3953
10285,-33.23,2,0,3,0.1,0.001,0.256
10286,48.1,9,1,9,0.1,0.001,0.455
10287,52.24,12,1,12,0.1,0.001,0.4365
10288,39.07,3,1,3,0.1,0.001,0.3557
10289,-23.32,8,0,9,0.1,0.001,0.5198
10290,36.17,1,1,1,0.1,0.001,0.1746
10291,-15.87,13,0,14,0.1,0.001,0.5094
10292,54.4,13,1,13,0.1,0.001,0.4926
10293,-34.43,1,0,2,0.1,0.001,0.2832
10294,45.53,7,1,7,0.1,0.001,0.5038
10295,45.2,7,1,7,0.1,0.001,0.4574
10296,-26.09,6,0,7,0.1,0.001,0.5587
10297,38.98,3,1,3,0.1,0.001,0.3268
10298,50.9,11,1,11,0.1,0.001,0.4458
10299,-24.08,8,0,9,0.1,0.001,0.436
10300,-31.6,3,0,4,0.1,0.001,0.3508
10301,42.63,5,1,5,0.1,0.001,0.5257
10302,49.7,10,1,10,0.1,0.001,0.4702
10303,43.21,6,1,6,0.1,0.001,0.3686
10304,57.33,15,1,15,0.1,0.001,0.4885
10305,43.29,6,1,6,0.1,0.001,0.382
10306,42.02,5,1,5,0.1,0.001,0.4033
10307,44.9,7,1,7,0.1,0.001,0.4139
10308,53.72,13,1,13,0.1,0.001,0.4399
10309,40.55,4,1,4,0.1,0.001,0.3871
10310,40.68,4,1,4,0.1,0.001,0.4211
10311,39.03,3,1,3,0.1,0.001,0.3448
10312,45.13,7,1,7,0.1,0.001,0.4474
10313,39.09,3,1,3,0.1,0.001,0.3631
10314,42.96,6,1,6,0.1,0.001,0.3266
10315,46.57,8,1,8,0.1,0.001,0.4465
10316,41.92,5,1,5,0.1,0.001,0.3836
10317,43.28,6,1,6,0.1,0.001,0.3802
10318,-32.96,2,0,3,0.1,0.001,0.3459
10319,-34.45,1,0,2,0.1,0.001,0.275
10320,43.85,6,1,6,0.1,0.001,0.4743
10321,45.11,7,1,7,0.1,0.001,0.4442
10322,50.23,10,1,10,0.1,0.001,0.5229
10323,-30.81,3,0,4,0.1,0.001,0.5463
10324,46.53,7,1,7,0.1,0.001,0.6467
10325,-34.4,1,0,2,0.1,0.001,0.2988
10326,-27.8,6,0,7,0.1,0.001,0.3142
10327,45.1,7,1,7,0.1,0.001,0.4431
10328,53.91,13,1,13,0.1,0.001,0.4549
10329,54.46,13,1,13,0.1,0.001,0.4972
10330,42.49,5,1,5,0.1,0.001,0.4984
10331,58.47,15,1,15,0.1,0.001,0.5648
10332,-31.63,3,0,4,0.1,0.001,0.3425
10333,49.69,10,1,10,0.1,0.001,0.4693
10334,43.66,6,1,6,0.1,0.001,0.444
10335,46.96,8,1,8,0.1,0.001,0.4946
10336,42.21,5,1,5,0.1,0.001,0.4423
10337,45.56,7,1,7,0.1,0.001,0.5087
10338,47.64,9,1,9,0.1,0.001,0.4046
10339,-17.17,12,0,13,0.1,0.001,0.5257
10340,49.43,10,1,10,0.1,0.001,0.4433
10341,-34.45,1,0,2,0.1,0.001,0.2745
10342,-29.83,4,0,5,0.1,0.001,0.4341
10343,43.08,6,1,6,0.1,0.001,0.3471
10344,43.3,6,1,6,0.1,0.001,0.384
10345,-20.72,10,0,11,0.1,0.001,0.4802
10346,43.65,6,1,6,0.1,0.001,0.4417
10347,-33.34,2,0,3,0.1,0.001,0.2205
10348,-24.21,8,0,9,0.1,0.001,0.421
10349,48.81,9,1,9,0.1,0.001,0.5346
10350,44.98,7,1,7,0.1,0.001,0.4258
10351,-34.59,1,0,2,0.1,0.001,0.2035
10352,44.93,7,1,7,0.1,0.001,0.4192
10353,-27.1,6,0,7,0.1,0.001,0.4144
10354,-29.97,4,0,5,0.1,0.001,0.4063
10355,-20.18,10,0,11,0.1,0.001,0.529
10356,56.06,14,1,14,0.1,0.001,0.5045
10357,-23.0,8,0,9,0.1,0.001,0.5561
10358,43.13,5,1,5,0.1,0.001,0.6263
10359,50.14,10,1,10,0.1,0.001,0.5138
10360,50.72,11,1,11,0.1,0.001,0.4295
10361,40.46,4,1,4,0.1,0.001,0.3653
10362,43.93,6,1,6,0.1,0.001,0.4884
10363,48.82,9,1,9,0.1,0.001,0.536
10364,45.24,7,1,7,0.1,0.001,0.4629
10365,43.89,6,1,6,0.1,0.001,0.4812
10366,50.84,10,1,10,0.1,0.001,0.5835
10367,39.29,3,1,3,0.1,0.001,0.4308
10368,51.84,11,1,11,0.1,0.001,0.5313
10369,-26.0,6,0,7,0.1,0.001,0.5708
10370,-30.12,4,0,5,0.1,0.001,0.3769
10371,42.08,5,1,5,0.1,0.001,0.4155
10372,-30.25,4,0,5,0.1,0.001,0.3498
10373,37.78,2,1,2,0.1,0.001,0.3921
10374,-28.19,5,0,6,0.1,0.001,0.4676
10375,41.1,4,1,4,0.1,0.001,0.5243
10376,44.9,7,1,7,0.1,0.001,0.4141
10377,-19.55,11,0,12,0.1,0.001,0.4543
10378,40.43,4,1,4,0.1,0.001,0.3566
10379,39.07,3,1,3,0.1,0.001,0.3568
10380,52.84,13,1,13,0.1,0.001,0.3726
10381,-34.54,1,0,2,0.1,0.001,0.2284
10382,50.77,11,1,11,0.1,0.001,0.4339
10383,43.79,6,1,6,0.1,0.001,0.4654
10384,-31.96,3,0,4,0.1,0.001,0.2597
10385,-34.59,1,0,2,0.1,0.001,0.205
10386,-33.19,2,0,3,0.1,0.001,0.2685
10387,54.7,13,1,13,0.1,0.001,0.5155
10388,-30.04,4,0,5,0.1,0.001,0.3925
10389,-31.49,3,0,4,0.1,0.001,0.3785
10390,46.84,8,1,8,0.1,0.001,0.4797
10391,50.21,11,1,11,0.1,0.001,0.3824
10392,-23.32,8,0,9,0.1,0.001,0.5204
10393,42.07,5,1,5,0.1,0.001,0.4136
10394,49.73,10,1,10,0.1,0.001,0.4734
10395,-34.54,1,0,2,0.1,0.001,0.2292
10396,43.62,6,1,6,0.1,0.001,0.4375
10397,45.4,7,1,7,0.1,0.001,0.4864
10398,40.52,4,1,4,0.1,0.001,0.3803
10399,40.29,4,1,4,0.1,0.001,0.3222
10400,43.53,6,1,6,0.1,0.001,0.422
10401,-30.46,4,0,5,0.1,0.001,0.307
10402,45.01,7,1,7,0.1,0.001,0.4299
10403,51.93,11,1,11,0.1,0.001,0.5388
10404,52.36,12,1,12,0.1,0.001,0.4468
10405,45.44,7,1,7,0.1,0.001,0.4908
10406,40.83,4,1,4,0.1,0.001,0.4577
10407,41.65,5,1,5,0.1,0.001,0.3294
10408,-32.98,2,0,3,0.1,0.001,0.3398
10409,41.88,5,1,5,0.1,0.001,0.3769
10410,42.14,5,1,5,0.1,0.001,0.4283
10411,46.58,8,1,8,0.1,0.001,0.4479
10412,45.66,7,1,7,0.1,0.001,0.5227
10413,48.02,9,1,9,0.1,0.001,0.4469
10414,50.0,10,1,10,0.1,0.001,0.5004
10415,60.01,16,1,16,0.1,0.001,0.5633
10416,47.35,8,1,8,0.1,0.001,0.5437
10417,42.32,5,1,5,0.1,0.001,0.4633
10418,-25.4,7,0,8,0.1,0.001,0.45
10419,54.5,12,1,12,0.1,0.001,0.625
10420,-34.61,1,0,2,0.1,0.001,0.1969
10421,39.41,3,1,3,0.1,0.001,0.47
10422,39.27,3,1,3,0.1,0.001,0.4248
10423,-33.35,2,0,3,0.1,0.001,0.2175
10424,53.75,13,1,13,0.1,0.001,0.4421
10425,39.01,3,1,3,0.1,0.001,0.3375
10426,-29.57,4,0,5,0.1,0.001,0.487
10427,-31.51,3,0,4,0.1,0.001,0.3734
10428,56.18,14,1,14,0.1,0.001,0.5126
10429,56.94,14,1,14,0.1,0.001,0.5674
10430,59.92,17,1,17,0.1,0.001,0.4661
10431,48.16,9,1,9,0.1,0.001,0.4619
10432,-28.02,5,0,6,0.1,0.001,0.4961
10433,44.51,6,1,6,0.1,0.001,0.5851
10434,39.32,3,1,3,0.1,0.001,0.4408
10435,45.84,7,1,7,0.1,0.001,0.5479
10436,41.85,5,1,5,0.1,0.001,0.3693
10437,63.27,18,1,18,0.1,0.001,0.5707
10438,43.81,6,1,6,0.1,0.001,0.4687
10439,-31.12,3,0,4,0.1,0.001,0.4688
10440,-31.95,3,0,4,0.1,0.001,0.2633
10441,52.18,12,1,12,0.1,0.001,0.4314
10442,-26.8,6,0,7,0.1,0.001,0.4571
10443,42.35,5,1,5,0.1,0.001,0.4693
10444,39.25,3,1,3,0.1,0.001,0.4155
10445,44.86,7,1,7,0.1,0.001,0.409
10446,45.69,7,1,7,0.1,0.001,0.5268
10447,-34.43,1,0,2,0.1,0.001,0.2836
10448,-14.55,13,0,14,0.1,0.001,0.6036
10449,-30.78,3,0,4,0.1,0.001,0.5549
10450,41.94,5,1,5,0.1,0.001,0.3877
10451,45.0,7,1,7,0.1,0.001,0.4281
10452,42.18,5,1,5,0.1,0.001,0.4366
10453,52.73,12,1,12,0.1,0.001,0.4776
10454,40.69,4,1,4,0.1,0.001,0.4214
10455,39.27,3,1,3,0.1,0.001,0.4245
10456,39.66,3,1,3,0.1,0.001,0.5529
10457,54.8,14,1,14,0.1,0.001,0.4142
10458,47.58,8,1,8,0.1,0.001,0.5723
10459,41.74,5,1,5,0.1,0.001,0.3485
10460,45.28,7,1,7,0.1,0.001,0.4692
10461,40.87,4,1,4,0.1,0.001,0.4683
10462,51.11,11,1,11,0.1,0.001,0.4645
10463,48.12,9,1,9,0.1,0.001,0.4573
10464,40.39,4,1,4,0.1,0.001,0.3483
10465,48.78,9,1,9,0.1,0.001,0.5309
10466,-31.5,3,0,4,0.1,0.001,0.3741
10467,42.31,5,1,5,0.1,0.001,0.4621
10468,44.74,7,1,7,0.1,0.001,0.3909
10469,50.81,11,1,11,0.1,0.001,0.4371
10470,45.22,7,1,7,0.1,0.001,0.4599
10471,46.12,7,1,7,0.1,0.001,0.5881
10472,50.04,10,1,10,0.1,0.001,0.5036
10473,44.13,6,1,6,0.1,0.001,0.5217
10474,47.72,9,1,9,0.1,0.001,0.4139
10475,46.0,7,1,7,0.1,0.001,0.5708
10476,52.52,11,1,11,0.1,0.001,0.5927
10477,43.33,6,1,6,0.1,0.001,0.3876
10478,55.87,13,1,13,0.1,0.001,0.6053
10479,45.38,7,1,7,0.1,0.001,0.4823
10480,47.0,8,1,8,0.1,0.001,0.5005
10481,38.96,3,1,3,0.1,0.001,0.3192
10482,49.18,10,1,10,0.1,0.001,0.4178
10483,43.33,6,1,6,0.1,0.001,0.3889
10484,-27.93,5,0,6,0.1,0.001,0.5111
10485,48.26,9,1,9,0.1,0.001,0.4736
10486,44.21,7,1,7,0.1,0.001,0.316
10487,-30.12,4,0,5,0.1,0.001,0.3753
10488,49.92,10,1,10,0.1,0.001,0.4923
10489,39.46,3,1,3,0.1,0.001,0.4883
10490,47.26,8,1,8,0.1,0.001,0.5321
10491,44.59,7,1,7,0.1,0.001,0.3706
10492,40.62,4,1,4,0.1,0.001,0.4053
10493,-33.12,2,0,3,0.1,0.001,0.2919
10494,-34.59,1,0,2,0.1,0.001,0.204
10495,49.41,9,1,9,0.1,0.001,0.6008
10496,57.09,14,1,14,0.1,0.001,0.578
10497,-31.16,3,0,4,0.1,0.001,0.4606
10498,40.14,4,1,4,0.1,0.001,0.2848
10499,41.82,5,1,5,0.1,0.001,0.3645
10500,45.88,7,1,7,0.1,0.001,0.5539
10501,-34.59,1,0,2,0.1,0.001,0.2028
10502,46.07,8,1,8,0.1,0.001,0.3835
10503,49.86,10,1,10,0.1,0.001,0.486
10504,40.46,4,1,4,0.1,0.001,0.3658
10505,43.24,6,1,6,0.1,0.001,0.3735
10506,40.33,4,1,4,0.1,0.001,0.3325
10507,41.63,5,1,5,0.1,0.001,0.3262
10508,-32.63,2,0,3,0.1,0.001,0.4557
10509,43.65,6,1,6,0.1,0.001,0.4413
10510,43.19,6,1,6,0.1,0.001,0.3656
10511,51.74,10,1,10,0.1,0.001,0.6735
10512,41.99,5,1,5,0.1,0.001,0.3988
10513,-33.04,2,0,3,0.1,0.001,0.3195
10514,40.31,4,1,4,0.1,0.001,0.3277
10515,40.53,4,1,4,0.1,0.001,0.3836
10516,-34.22,1,0,2,0.1,0.001,0.3923
10517,46.61,8,1,8,0.1,0.001,0.4517
10518,-25.04,7,0,8,0.1,0.001,0.4955
