episode,total_reward,progress,win,n_clicks,beta,learn_rate
9949,44.81,7,1,7,0.1,0.001
9950,-22.77,8,0,9,0.1,0.001
9951,58.29,15,1,15,0.1,0.001
9952,45.95,8,1,8,0.1,0.001
9953,43.25,6,1,6,0.1,0.001
9954,-34.76,1,0,2,0.1,0.001
9955,42.64,6,1,6,0.1,0.001
9956,45.86,8,1,8,0.1,0.001
9957,-21.22,10,0,11,0.1,0.001
9958,-26.7,6,0,7,0.1,0.001
9959,41.64,5,1,5,0.1,0.001
9960,42.02,5,1,5,0.1,0.001
9961,-34.47,1,0,2,0.1,0.001
9962,-34.48,1,0,2,0.1,0.001
9963,-27.37,6,0,7,0.1,0.001
9964,-25.47,7,0,8,0.1,0.001
9965,-18.93,10,0,11,0.1,0.001
9966,48.58,9,1,9,0.1,0.001
9967,-22.53,9,0,10,0.1,0.001
9968,43.89,6,1,6,0.1,0.001
9969,37.48,2,1,2,0.1,0.001
9970,-29.0,5,0,6,0.1,0.001
9971,46.72,8,1,8,0.1,0.001
9972,-34.49,1,0,2,0.1,0.001
9973,45.34,7,1,7,0.1,0.001
9974,41.6,5,1,5,0.1,0.001
9975,-34.49,1,0,2,0.1,0.001
9976,-31.63,3,0,4,0.1,0.001
9977,-28.67,5,0,6,0.1,0.001
9978,39.17,3,1,3,0.1,0.001
9979,44.4,7,1,7,0.1,0.001
9980,-34.72,1,0,2,0.1,0.001
9981,49.59,10,1,10,0.1,0.001
9982,41.91,5,1,5,0.1,0.001
9983,47.28,8,1,8,0.1,0.001
9984,50.71,10,1,10,0.1,0.001
9985,40.57,4,1,4,0.1,0.001
9986,-20.68,9,0,10,0.1,0.001
9987,-30.34,4,0,5,0.1,0.001
9988,38.69,3,1,3,0.1,0.001
9989,38.67,3,1,3,0.1,0.001
9990,40.44,4,1,4,0.1,0.001
9991,50.39,10,1,10,0.1,0.001
9992,50.55,10,1,10,0.1,0.001
9993,47.88,9,1,9,0.1,0.001
9994,42.16,5,1,5,0.1,0.001
9995,-25.99,7,0,8,0.1,0.001
9996,-34.14,1,0,2,0.1,0.001
9997,45.93,8,1,8,0.1,0.001
9998,39.97,4,1,4,0.1,0.001
9999,38.64,3,1,3,0.1,0.001
10000,44.76,7,1,7,0.1,0.001
10001,52.95,13,1,13,0.1,0.001
10002,-34.72,1,0,2,0.1,0.001
10003,40.22,4,1,4,0.1,0.001
10004,-28.66,5,0,6,0.1,0.001
10005,45.78,8,1,8,0.1,0.001
10006,-31.58,3,0,4,0.1,0.001
10007,44.88,7,1,7,0.1,0.001
10008,51.8,12,1,12,0.1,0.001
10009,-33.29,2,0,3,0.1,0.001
10010,37.52,2,1,2,0.1,0.001
10011,43.67,6,1,6,0.1,0.001
10012,43.09,6,1,6,0.1,0.001
10013,51.31,11,1,11,0.1,0.001
10014,47.69,9,1,9,0.1,0.001
10015,61.23,17,1,17,0.1,0.001
10016,38.85,3,1,3,0.1,0.001
10017,-15.77,12,0,13,0.1,0.001
10018,55.54,14,1,14,0.1,0.001
10019,-30.08,4,0,5,0.1,0.001
10020,47.2,8,1,8,0.1,0.001
10021,50.35,11,1,11,0.1,0.001
10022,45.61,7,1,7,0.1,0.001
10023,50.37,11,1,11,0.1,0.001
10024,-33.0,2,0,3,0.1,0.001
10025,49.23,10,1,10,0.1,0.001
10026,40.46,4,1,4,0.1,0.001
10027,-26.09,7,0,8,0.1,0.001
10028,47.37,9,1,9,0.1,0.001
10029,-30.36,4,0,5,0.1,0.001
10030,40.51,4,1,4,0.1,0.001
10031,42.0,5,1,5,0.1,0.001
10032,36,1,1,1,0.1,0.001
10033,45.01,7,1,7,0.1,0.001
10034,43.32,6,1,6,0.1,0.001
10035,43.55,6,1,6,0.1,0.001
10036,47.46,9,1,9,0.1,0.001
10037,45.97,8,1,8,0.1,0.001
10038,-20.0,11,0,12,0.1,0.001
10039,42.93,6,1,6,0.1,0.001
10040,44.41,7,1,7,0.1,0.001
10041,46.26,8,1,8,0.1,0.001
10042,45.57,7,1,7,0.1,0.001
10043,43.08,6,1,6,0.1,0.001
10044,-30.14,4,0,5,0.1,0.001
10045,53.66,13,1,13,0.1,0.001
10046,-26.6,5,0,6,0.1,0.001
10047,-30.31,4,0,5,0.1,0.001
10048,48.69,9,1,9,0.1,0.001
10049,-34.49,1,0,2,0.1,0.001
10050,43.38,6,1,6,0.1,0.001
10051,49.11,10,1,10,0.1,0.001
10052,47.12,8,1,8,0.1,0.001
10053,43.14,6,1,6,0.1,0.001
10054,40.18,4,1,4,0.1,0.001
10055,43.47,6,1,6,0.1,0.001
10056,49.28,10,1,10,0.1,0.001
10057,43.39,6,1,6,0.1,0.001
10058,48.03,9,1,9,0.1,0.001
10059,46.14,8,1,8,0.1,0.001
10060,-22.8,9,0,10,0.1,0.001
10061,-14.28,13,0,14,0.1,0.001
10062,48.98,9,1,9,0.1,0.001
10063,44.39,7,1,7,0.1,0.001
10064,52.33,12,1,12,0.1,0.001
10065,-32.49,2,0,3,0.1,0.001
10066,54.1,13,1,13,0.1,0.001
10067,-34.47,1,0,2,0.1,0.001
10068,-34.61,1,0,2,0.1,0.001
10069,-28.68,5,0,6,0.1,0.001
10070,41.87,5,1,5,0.1,0.001
10071,46.93,8,1,8,0.1,0.001
10072,-28.57,5,0,6,0.1,0.001
10073,42.62,6,1,6,0.1,0.001
10074,44.18,7,1,7,0.1,0.001
10075,45.35,8,1,8,0.1,0.001
10076,40.17,4,1,4,0.1,0.001
10077,41.99,5,1,5,0.1,0.001
10078,57.21,11,1,11,0.1,0.001
10079,41.71,5,1,5,0.1,0.001
10080,40.38,4,1,4,0.1,0.001
10081,42.96,6,1,6,0.1,0.001
10082,42.04,5,1,5,0.1,0.001
10083,-31.61,3,0,4,0.1,0.001
10084,41.37,5,1,5,0.1,0.001
10085,40.31,4,1,4,0.1,0.001
10086,45.27,7,1,7,0.1,0.001
10087,44.56,7,1,7,0.1,0.001
10088,49.26,10,1,10,0.1,0.001
10089,47.53,9,1,9,0.1,0.001
10090,-33.31,2,0,3,0.1,0.001
10091,-30.09,4,0,5,0.1,0.001
10092,-34.73,1,0,2,0.1,0.001
10093,41.36,5,1,5,0.1,0.001
10094,-21.46,10,0,11,0.1,0.001
10095,43.27,6,1,6,0.1,0.001
10096,49.83,10,1,10,0.1,0.001
10097,-30.1,4,0,5,0.1,0.001
10098,-20.55,10,0,11,0.1,0.001
10099,38.82,3,1,3,0.1,0.001
10100,-24.63,7,0,8,0.1,0.001
10101,40.49,4,1,4,0.1,0.001
10102,52.41,12,1,12,0.1,0.001
10103,-24.6,8,0,9,0.1,0.001
10104,-34.5,1,0,2,0.1,0.001
10105,-27.41,6,0,7,0.1,0.001
10106,43.0,6,1,6,0.1,0.001
10107,46.61,8,1,8,0.1,0.001
10108,45.58,8,1,8,0.1,0.001
10109,-32.99,2,0,3,0.1,0.001
10110,42.8,6,1,6,0.1,0.001
10111,47.83,9,1,9,0.1,0.001
10112,-24.44,8,0,9,0.1,0.001
10113,-33.39,2,0,3,0.1,0.001
10114,-23.6,8,0,9,0.1,0.001
10115,-16.89,5,0,6,0.1,0.001
10116,46.56,8,1,8,0.1,0.001
10117,48.11,9,1,9,0.1,0.001
10118,38.79,3,1,3,0.1,0.001
10119,46.82,8,1,8,0.1,0.001
10120,-33.54,2,0,3,0.1,0.001
10121,55.63,15,1,15,0.1,0.001
10122,50.57,11,1,11,0.1,0.001
10123,-27.02,6,0,7,0.1,0.001
10124,53.96,13,1,13,0.1,0.001
10125,56.09,14,1,14,0.1,0.001
10126,47.72,9,1,9,0.1,0.001
10127,48.74,10,1,10,0.1,0.001
10128,43.7,6,1,6,0.1,0.001
10129,45.42,8,1,8,0.1,0.001
10130,45.71,8,1,8,0.1,0.001
10131,51.34,12,1,12,0.1,0.001
10132,-23.69,8,0,9,0.1,0.001
10133,38.73,3,1,3,0.1,0.001
10134,-29.47,4,0,5,0.1,0.001
10135,43.08,6,1,6,0.1,0.001
10136,38.66,3,1,3,0.1,0.001
10137,43.61,6,1,6,0.1,0.001
10138,45.69,8,1,8,0.1,0.001
10139,-26.9,6,0,7,0.1,0.001
10140,-23.86,8,0,9,0.1,0.001
10141,48.02,9,1,9,0.1,0.001
10142,-30.39,4,0,5,0.1,0.001
10143,47.56,9,1,9,0.1,0.001
10144,-34.56,1,0,2,0.1,0.001
10145,-24.97,8,0,9,0.1,0.001
10146,44.36,7,1,7,0.1,0.001
10147,-32.62,2,0,3,0.1,0.001
10148,53.64,13,1,13,0.1,0.001
10149,-25.13,7,0,8,0.1,0.001
10150,45.6,8,1,8,0.1,0.001
10151,40.55,4,1,4,0.1,0.001
10152,45.03,7,1,7,0.1,0.001
10153,43.08,6,1,6,0.1,0.001
10154,46.33,8,1,8,0.1,0.001
10155,-26.28,7,0,8,0.1,0.001
10156,47.62,9,1,9,0.1,0.001
10157,45.62,7,1,7,0.1,0.001
10158,44.04,7,1,7,0.1,0.001
10159,40.59,4,1,4,0.1,0.001
10160,-33.29,2,0,3,0.1,0.001
10161,53.73,13,1,13,0.1,0.001
10162,40.16,4,1,4,0.1,0.001
10163,46.13,8,1,8,0.1,0.001
10164,-31.81,3,0,4,0.1,0.001
10165,-33.25,2,0,3,0.1,0.001
10166,-33.25,2,0,3,0.1,0.001
10167,50.47,10,1,10,0.1,0.001
10168,-33.16,2,0,3,0.1,0.001
10169,42.77,6,1,6,0.1,0.001
10170,-34.74,1,0,2,0.1,0.001
10171,-34.74,1,0,2,0.1,0.001
10172,48.43,9,1,9,0.1,0.001
10173,50.66,11,1,11,0.1,0.001
10174,52.97,12,1,12,0.1,0.001
10175,57.2,15,1,15,0.1,0.001
10176,43.15,6,1,6,0.1,0.001
10177,42.12,5,1,5,0.1,0.001
10178,-31.73,3,0,4,0.1,0.001
10179,-34.54,1,0,2,0.1,0.001
10180,-34.4,1,0,2,0.1,0.001
10181,-34.75,1,0,2,0.1,0.001
10182,-31.6,3,0,4,0.1,0.001
10183,-34.76,1,0,2,0.1,0.001
10184,45.76,8,1,8,0.1,0.001
10185,51.44,11,1,11,0.1,0.001
10186,46.41,8,1,8,0.1,0.001
10187,41.55,5,1,5,0.1,0.001
10188,40.28,4,1,4,0.1,0.001
10189,47.54,9,1,9,0.1,0.001
10190,-33.28,2,0,3,0.1,0.001
10191,-34.67,1,0,2,0.1,0.001
10192,47.87,9,1,9,0.1,0.001
10193,44.38,7,1,7,0.1,0.001
10194,-34.76,1,0,2,0.1,0.001
10195,46.5,8,1,8,0.1,0.001
10196,40.28,4,1,4,0.1,0.001
10197,-23.47,8,0,9,0.1,0.001
10198,-31.81,3,0,4,0.1,0.001
10199,-28.85,5,0,6,0.1,0.001
10200,-33.27,2,0,3,0.1,0.001
10201,46.24,8,1,8,0.1,0.001
10202,-18.02,12,0,13,0.1,0.001
10203,41.6,5,1,5,0.1,0.001
10204,44.48,7,1,7,0.1,0.001
10205,48.87,10,1,10,0.1,0.001
10206,41.74,5,1,5,0.1,0.001
10207,-33.36,2,0,3,0.1,0.001
10208,-27.3,6,0,7,0.1,0.001
10209,-25.58,7,0,8,0.1,0.001
10210,50.06,11,1,11,0.1,0.001
10211,-31.56,3,0,4,0.1,0.001
10212,-33.24,2,0,3,0.1,0.001
10213,-27.71,6,0,7,0.1,0.001
10214,-33.06,2,0,3,0.1,0.001
10215,-25.32,7,0,8,0.1,0.001
10216,-34.7,1,0,2,0.1,0.001
10217,42.75,6,1,6,0.1,0.001
10218,49.49,10,1,10,0.1,0.001
10219,44.71,7,1,7,0.1,0.001
10220,64.69,17,1,17,0.1,0.001
10221,40.12,4,1,4,0.1,0.001
10222,44.37,7,1,7,0.1,0.001
10223,53.79,12,1,12,0.1,0.001
10224,48.05,9,1,9,0.1,0.001
10225,55.49,13,1,13,0.1,0.001
10226,46.36,8,1,8,0.1,0.001
10227,50.86,11,1,11,0.1,0.001
10228,38.89,3,1,3,0.1,0.001
10229,49.17,9,1,9,0.1,0.001
10230,43.52,6,1,6,0.1,0.001
10231,-32.92,2,0,3,0.1,0.001
10232,41.58,4,1,4,0.1,0.001
10233,-33.37,2,0,3,0.1,0.001
10234,-30.55,4,0,5,0.1,0.001
10235,46.23,8,1,8,0.1,0.001
10236,39.04,3,1,3,0.1,0.001
10237,-34.69,1,0,2,0.1,0.001
10238,54.63,13,1,13,0.1,0.001
10239,-25.54,6,0,7,0.1,0.001
10240,49.71,10,1,10,0.1,0.001
10241,-34.7,1,0,2,0.1,0.001
10242,46.73,8,1,8,0.1,0.001
10243,-33.23,2,0,3,0.1,0.001
10244,43.02,5,1,5,0.1,0.001
10245,45.72,8,1,8,0.1,0.001
10246,41.73,5,1,5,0.1,0.001
10247,-26.3,6,0,7,0.1,0.001
10248,-24.28,8,0,9,0.1,0.001
10249,41.6,5,1,5,0.1,0.001
10250,44.88,7,1,7,0.1,0.001
10251,-25.39,7,0,8,0.1,0.001
10252,-29.94,4,0,5,0.1,0.001
10253,-25.69,7,0,8,0.1,0.001
10254,45.99,8,1,8,0.1,0.001
10255,-34.7,1,0,2,0.1,0.001
10256,43.64,6,1,6,0.1,0.001
10257,-32.82,2,0,3,0.1,0.001
10258,-28.9,5,0,6,0.1,0.001
10259,42.46,6,1,6,0.1,0.001
10260,49.11,10,1,10,0.1,0.001
10261,-34.57,1,0,2,0.1,0.001
10262,43.34,6,1,6,0.1,0.001
10263,48.46,9,1,9,0.1,0.001
10264,-23.07,9,0,10,0.1,0.001
10265,49.72,10,1,10,0.1,0.001
10266,43.22,6,1,6,0.1,0.001
10267,47.47,9,1,9,0.1,0.001
10268,48.5,9,1,9,0.1,0.001
10269,43.4,6,1,6,0.1,0.001
10270,-30.03,4,0,5,0.1,0.001
10271,50.15,10,1,10,0.1,0.001
10272,39.04,3,1,3,0.1,0.001
10273,-30.04,4,0,5,0.1,0.001
10274,-34.7,1,0,2,0.1,0.001
10275,-21.57,9,0,10,0.1,0.001
10276,47.57,9,1,9,0.1,0.001
10277,40.23,4,1,4,0.1,0.001
10278,-29.11,5,0,6,0.1,0.001
10279,40.77,4,1,4,0.1,0.001
10280,41.52,5,1,5,0.1,0.001
10281,-30.07,4,0,5,0.1,0.001
10282,39.96,4,1,4,0.1,0.001
10283,-19.03,12,0,13,0.1,0.001
10284,51.42,11,1,11,0.1,0.001
10285,47.49,9,1,9,0.1,0.001
10286,-26.23,7,0,8,0.1,0.001
10287,-25.25,7,0,8,0.1,0.001
10288,53.36,13,1,13,0.1,0.001
10289,45.07,7,1,7,0.1,0.001
10290,40.09,4,1,4,0.1,0.001
10291,38.89,3,1,3,0.1,0.001
10292,-34.38,1,0,2,0.1,0.001
10293,-25.63,7,0,8,0.1,0.001
10294,49.25,10,1,10,0.1,0.001
10295,47.57,9,1,9,0.1,0.001
10296,54.34,13,1,13,0.1,0.001
10297,47.25,9,1,9,0.1,0.001
10298,-30.91,3,0,4,0.1,0.001
10299,44.75,7,1,7,0.1,0.001
10300,47.16,9,1,9,0.1,0.001
10301,-30.17,4,0,5,0.1,0.001
10302,38.83,3,1,3,0.1,0.001
10303,-18.19,11,0,12,0.1,0.001
10304,45.78,8,1,8,0.1,0.001
10305,-31.57,3,0,4,0.1,0.001
10306,-30.27,4,0,5,0.1,0.001
10307,53.91,12,1,12,0.1,0.001
10308,-34.72,1,0,2,0.1,0.001
10309,48.63,9,1,9,0.1,0.001
10310,55.44,13,1,13,0.1,0.001
10311,50.0,10,1,10,0.1,0.001
10312,44.81,7,1,7,0.1,0.001
10313,48.0,9,1,9,0.1,0.001
10314,-34.71,1,0,2,0.1,0.001
10315,50.59,10,1,10,0.1,0.001
10316,52.07,11,1,11,0.1,0.001
10317,-31.89,3,0,4,0.1,0.001
10318,41.65,5,1,5,0.1,0.001
10319,46.1,7,1,7,0.1,0.001
10320,-20.44,10,0,11,0.1,0.001
10321,48.45,9,1,9,0.1,0.001
10322,41.72,5,1,5,0.1,0.001
10323,-33.14,2,0,3,0.1,0.001
10324,-30.01,4,0,5,0.1,0.001
10325,43.88,6,1,6,0.1,0.001
10326,40.41,4,1,4,0.1,0.001
10327,44.72,7,1,7,0.1,0.001
10328,-30.27,4,0,5,0.1,0.001
10329,41.45,5,1,5,0.1,0.001
10330,46.41,8,1,8,0.1,0.001
10331,-33.46,2,0,3,0.1,0.001
10332,-31.82,3,0,4,0.1,0.001
10333,43.44,6,1,6,0.1,0.001
10334,-28.82,5,0,6,0.1,0.001
10335,-28.21,5,0,6,0.1,0.001
10336,56.64,15,1,15,0.1,0.001
10337,-34.62,1,0,2,0.1,0.001
10338,45.61,8,1,8,0.1,0.001
10339,-33.28,2,0,3,0.1,0.001
10340,55.72,14,1,14,0.1,0.001
10341,-24.51,8,0,9,0.1,0.001
10342,47.23,9,1,9,0.1,0.001
10343,-34.71,1,0,2,0.1,0.001
10344,41.56,5,1,5,0.1,0.001
10345,-34.71,1,0,2,0.1,0.001
10346,43.03,6,1,6,0.1,0.001
10347,-30.19,4,0,5,0.1,0.001
10348,42.32,5,1,5,0.1,0.001
10349,42.83,6,1,6,0.1,0.001
10350,52.63,12,1,12,0.1,0.001
10351,44.8,7,1,7,0.1,0.001
10352,-22.41,9,0,10,0.1,0.001
10353,-31.46,3,0,4,0.1,0.001
10354,-30.53,4,0,5,0.1,0.001
10355,-33.36,2,0,3,0.1,0.001
10356,44.34,7,1,7,0.1,0.001
10357,45.04,7,1,7,0.1,0.001
10358,50.62,11,1,11,0.1,0.001
10359,40.29,4,1,4,0.1,0.001
10360,51.64,11,1,11,0.1,0.001
10361,-34.61,1,0,2,0.1,0.001
10362,42.17,5,1,5,0.1,0.001
10363,36,1,1,1,0.1,0.001
10364,49.6,10,1,10,0.1,0.001
10365,54.36,13,1,13,0.1,0.001
10366,46.41,8,1,8,0.1,0.001
10367,42.97,6,1,6,0.1,0.001
10368,53.04,12,1,12,0.1,0.001
10369,-33.0,2,0,3,0.1,0.001
10370,50.12,10,1,10,0.1,0.001
10371,-33.43,2,0,3,0.1,0.001
10372,55.03,13,1,13,0.1,0.001
10373,46.72,8,1,8,0.1,0.001
10374,42.75,6,1,6,0.1,0.001
10375,48.17,9,1,9,0.1,0.001
10376,-33.36,2,0,3,0.1,0.001
10377,54.13,12,1,12,0.1,0.001
10378,41.9,5,1,5,0.1,0.001
10379,43.26,6,1,6,0.1,0.001
10380,40.78,4,1,4,0.1,0.001
10381,49.9,10,1,10,0.1,0.001
10382,43.35,6,1,6,0.1,0.001
10383,40.31,4,1,4,0.1,0.001
10384,52.61,12,1,12,0.1,0.001
10385,-33.23,2,0,3,0.1,0.001
10386,46.24,8,1,8,0.1,0.001
10387,44.17,6,1,6,0.1,0.001
10388,-27.3,6,0,7,0.1,0.001
10389,43.81,6,1,6,0.1,0.001
10390,48.34,9,1,9,0.1,0.001
10391,44.41,7,1,7,0.1,0.001
10392,47.8,9,1,9,0.1,0.001
10393,-20.94,10,0,11,0.1,0.001
10394,44.85,7,1,7,0.1,0.001
10395,40.04,4,1,4,0.1,0.001
10396,42.82,6,1,6,0.1,0.001
10397,-24.98,8,0,9,0.1,0.001
10398,43.15,6,1,6,0.1,0.001
10399,42.85,6,1,6,0.1,0.001
10400,47.64,9,1,9,0.1,0.001
10401,53.55,13,1,13,0.1,0.001
10402,-30.14,4,0,5,0.1,0.001
10403,49.73,10,1,10,0.1,0.001
10404,49.06,10,1,10,0.1,0.001
10405,-33.25,2,0,3,0.1,0.001
10406,41.65,5,1,5,0.1,0.001
10407,-20.39,10,0,11,0.1,0.001
10408,-34.75,1,0,2,0.1,0.001
10409,50.96,11,1,11,0.1,0.001
10410,-29.8,4,0,5,0.1,0.001
10411,-31.85,3,0,4,0.1,0.001
10412,45.8,8,1,8,0.1,0.001
10413,42.4,5,1,5,0.1,0.001
10414,-33.06,2,0,3,0.1,0.001
10415,44.22,7,1,7,0.1,0.001
10416,-30.1,4,0,5,0.1,0.001
10417,-25.94,7,0,8,0.1,0.001
10418,43.29,6,1,6,0.1,0.001
10419,44.79,7,1,7,0.1,0.001
10420,48.89,10,1,10,0.1,0.001
10421,-30.29,4,0,5,0.1,0.001
10422,43.36,6,1,6,0.1,0.001
10423,-28.74,5,0,6,0.1,0.001
10424,49.63,10,1,10,0.1,0.001
10425,44.39,7,1,7,0.1,0.001
10426,38.82,3,1,3,0.1,0.001
10427,40.27,4,1,4,0.1,0.001
10428,54.3,13,1,13,0.1,0.001
10429,-28.76,5,0,6,0.1,0.001
10430,36,1,1,1,0.1,0.001
10431,-22.17,9,0,10,0.1,0.001
10432,40.43,4,1,4,0.1,0.001
10433,36,1,1,1,0.1,0.001
10434,41.3,5,1,5,0.1,0.001
10435,52.2,12,1,12,0.1,0.001
10436,43.64,6,1,6,0.1,0.001
10437,-27.38,6,0,7,0.1,0.001
10438,45.76,7,1,7,0.1,0.001
10439,41.7,5,1,5,0.1,0.001
10440,54.5,13,1,13,0.1,0.001
10441,42.93,6,1,6,0.1,0.001
10442,45.25,8,1,8,0.1,0.001
10443,46.45,8,1,8,0.1,0.001
10444,37.34,2,1,2,0.1,0.001
10445,42.97,6,1,6,0.1,0.001
10446,41.56,5,1,5,0.1,0.001
10447,65.88,20,1,20,0.1,0.001
10448,38.86,3,1,3,0.1,0.001
10449,-30.09,4,0,5,0.1,0.001
10450,51.89,11,1,11,0.1,0.001
10451,47.39,9,1,9,0.1,0.001
10452,45.69,8,1,8,0.1,0.001
10453,50.88,11,1,11,0.1,0.001
10454,43.59,6,1,6,0.1,0.001
10455,-24.94,8,0,9,0.1,0.001
10456,40.29,4,1,4,0.1,0.001
10457,50.71,11,1,11,0.1,0.001
10458,47.43,9,1,9,0.1,0.001
10459,-28.9,5,0,6,0.1,0.001
10460,44.96,7,1,7,0.1,0.001
10461,-33.25,2,0,3,0.1,0.001
10462,-23.77,8,0,9,0.1,0.001
10463,53.46,12,1,12,0.1,0.001
10464,51.16,11,1,11,0.1,0.001
10465,-18.14,12,0,13,0.1,0.001
10466,43.75,6,1,6,0.1,0.001
10467,47.17,9,1,9,0.1,0.001
10468,43.17,6,1,6,0.1,0.001
10469,40.06,4,1,4,0.1,0.001
10470,-31.51,3,0,4,0.1,0.001
10471,-30.1,4,0,5,0.1,0.001
10472,-31.63,3,0,4,0.1,0.001
10473,-18.95,11,0,12,0.1,0.001
10474,-23.18,9,0,10,0.1,0.001
10475,-33.23,2,0,3,0.1,0.001
10476,40.05,4,1,4,0.1,0.001
10477,44.58,7,1,7,0.1,0.001
10478,41.77,5,1,5,0.1,0.001
10479,-27.02,6,0,7,0.1,0.001
10480,47.8,9,1,9,0.1,0.001
10481,42.16,5,1,5,0.1,0.001
10482,45.79,8,1,8,0.1,0.001
10483,38.79,3,1,3,0.1,0.001
10484,43.58,6,1,6,0.1,0.001
10485,-13.67,14,0,15,0.1,0.001
10486,52.22,12,1,12,0.1,0.001
10487,-32.94,2,0,3,0.1,0.001
10488,43.54,6,1,6,0.1,0.001
10489,43.48,6,1,6,0.1,0.001
10490,39.23,3,1,3,0.1,0.001
10491,-23.33,8,0,9,0.1,0.001
10492,-27.25,6,0,7,0.1,0.001
10493,47.31,8,1,8,0.1,0.001
10494,-33.42,2,0,3,0.1,0.001
10495,-27.75,6,0,7,0.1,0.001
10496,40.43,4,1,4,0.1,0.001
10497,43.47,6,1,6,0.1,0.001
10498,44.34,7,1,7,0.1,0.001
10499,45.18,7,1,7,0.1,0.001
10500,-34.74,1,0,2,0.1,0.001
10501,43.46,6,1,6,0.1,0.001
10502,43.63,6,1,6,0.1,0.001
10503,-24.46,8,0,9,0.1,0.001
10504,-31.54,3,0,4,0.1,0.001
10505,51.32,11,1,11,0.1,0.001
10506,-27.79,6,0,7,0.1,0.001
10507,-32.7,2,0,3,0.1,0.001
10508,-30.17,4,0,5,0.1,0.001
10509,50.63,10,1,10,0.1,0.001
10510,43.24,6,1,6,0.1,0.001
10511,53.43,12,1,12,0.1,0.001
10512,38.88,3,1,3,0.1,0.001
10513,43.74,6,1,6,0.1,0.001
10514,60.68,16,1,16,0.1,0.001
10515,48.73,10,1,10,0.1,0.001
10516,-27.16,6,0,7,0.1,0.001
10517,42.9,6,1,6,0.1,0.001
10518,-34.3,1,0,2,0.1,0.001
10519,44.59,7,1,7,0.1,0.001
10520,46.23,8,1,8,0.1,0.001
10521,45.39,7,1,7,0.1,0.001
10522,-28.42,5,0,6,0.1,0.001
10523,-29.85,4,0,5,0.1,0.001
10524,41.79,5,1,5,0.1,0.001
10525,43.22,6,1,6,0.1,0.001
10526,43.54,6,1,6,0.1,0.001
10527,-21.11,9,0,10,0.1,0.001
10528,44.49,7,1,7,0.1,0.001
10529,36,1,1,1,0.1,0.001
10530,53.87,12,1,12,0.1,0.001
10531,48.69,9,1,9,0.1,0.001
10532,-20.21,10,0,11,0.1,0.001
10533,-34.77,1,0,2,0.1,0.001
10534,41.38,5,1,5,0.1,0.001
10535,-23.09,8,0,9,0.1,0.001
10536,53.08,12,1,12,0.1,0.001
10537,-23.13,8,0,9,0.1,0.001
10538,-23.43,9,0,10,0.1,0.001
10539,48.85,10,1,10,0.1,0.001
10540,-34.7,1,0,2,0.1,0.001
10541,46.35,8,1,8,0.1,0.001
10542,55.21,13,1,13,0.1,0.001
10543,-20.79,10,0,11,0.1,0.001
10544,-34.72,1,0,2,0.1,0.001
10545,-31.95,3,0,4,0.1,0.001
10546,47.58,9,1,9,0.1,0.001
10547,44.11,7,1,7,0.1,0.001
10548,-25.97,6,0,7,0.1,0.001
10549,55.79,14,1,14,0.1,0.001
10550,44.63,7,1,7,0.1,0.001
10551,55.16,14,1,14,0.1,0.001
10552,50.28,11,1,11,0.1,0.001
10553,46.24,8,1,8,0.1,0.001
10554,-34.57,1,0,2,0.1,0.001
10555,43.33,6,1,6,0.1,0.001
10556,47.58,9,1,9,0.1,0.001
10557,41.85,5,1,5,0.1,0.001
10558,41.2,5,1,5,0.1,0.001
10559,54.08,13,1,13,0.1,0.001
10560,51.26,11,1,11,0.1,0.001
10561,-22.14,10,0,11,0.1,0.001
10562,-17.02,11,0,12,0.1,0.001
10563,39.9,4,1,4,0.1,0.001
10564,-24.58,8,0,9,0.1,0.001
10565,40.28,4,1,4,0.1,0.001
10566,-34.74,1,0,2,0.1,0.001
10567,39.26,3,1,3,0.1,0.001
10568,48.56,9,1,9,0.1,0.001
10569,42.8,6,1,6,0.1,0.001
10570,-26.08,7,0,8,0.1,0.001
10571,-24.32,8,0,9,0.1,0.001
10572,62.31,17,1,17,0.1,0.001
10573,44.21,7,1,7,0.1,0.001
10574,-31.67,3,0,4,0.1,0.001
10575,-30.57,4,0,5,0.1,0.001
10576,-20.16,7,0,8,0.1,0.001
10577,41.89,5,1,5,0.1,0.001
10578,38.87,3,1,3,0.1,0.001
10579,46.36,8,1,8,0.1,0.001
10580,-33.16,2,0,3,0.1,0.001
10581,41.8,5,1,5,0.1,0.001
10582,38.89,3,1,3,0.1,0.001
10583,-34.66,1,0,2,0.1,0.001
10584,-30.75,4,0,5,0.1,0.001
10585,-33.37,2,0,3,0.1,0.001
10586,46.63,8,1,8,0.1,0.001
10587,41.78,5,1,5,0.1,0.001
10588,40.41,4,1,4,0.1,0.001
10589,40.81,4,1,4,0.1,0.001
10590,-25.48,7,0,8,0.1,0.001
10591,43.47,6,1,6,0.1,0.001
10592,-34.68,1,0,2,0.1,0.001
10593,43.72,6,1,6,0.1,0.001
10594,41.65,5,1,5,0.1,0.001
10595,-33.25,2,0,3,0.1,0.001
10596,43.03,6,1,6,0.1,0.001
10597,41.66,5,1,5,0.1,0.001
10598,38.83,3,1,3,0.1,0.001
10599,44.82,7,1,7,0.1,0.001
10600,40.06,4,1,4,0.1,0.001
10601,-23.32,9,0,10,0.1,0.001
10602,-27.39,6,0,7,0.1,0.001
