episode,total_reward,progress,win,n_clicks,beta,learn_rate
48638,-32.02,3,0,4,0.1,0.001
48639,42.4,6,1,6,0.1,0.001
48640,44.5,8,1,8,0.1,0.001
48641,-29.87,4,0,5,0.1,0.001
48642,-30.67,4,0,5,0.1,0.001
48643,52.89,14,1,14,0.1,0.001
48644,-23.05,10,0,11,0.1,0.001
48645,36,1,1,1,0.1,0.001
48646,46.72,8,1,8,0.1,0.001
48647,39.68,4,1,4,0.1,0.001
48648,-26.02,8,0,9,0.1,0.001
48649,-33.57,2,0,3,0.1,0.001
48650,42.59,6,1,6,0.1,0.001
48651,42.92,7,1,7,0.1,0.001
48652,-34.8,1,0,2,0.1,0.001
48653,-33.39,2,0,3,0.1,0.001
48654,42.02,6,1,6,0.1,0.001
48655,-29.88,5,0,6,0.1,0.001
48656,-31.0,4,0,5,0.1,0.001
48657,-34.19,1,0,2,0.1,0.001
48658,-30.98,4,0,5,0.1,0.001
48659,-28.08,6,0,7,0.1,0.001
48660,44.29,8,1,8,0.1,0.001
48661,44.41,7,1,7,0.1,0.001
48662,-31.76,3,0,4,0.1,0.001
48663,45.74,9,1,9,0.1,0.001
48664,45.61,9,1,9,0.1,0.001
48665,43.22,7,1,7,0.1,0.001
48666,-27.49,6,0,7,0.1,0.001
48667,-32.09,3,0,4,0.1,0.001
48668,44.7,8,1,8,0.1,0.001
48669,43.67,7,1,7,0.1,0.001
48670,-34.77,1,0,2,0.1,0.001
48671,48.92,11,1,11,0.1,0.001
48672,39.42,4,1,4,0.1,0.001
48673,47.35,10,1,10,0.1,0.001
48674,-30.02,5,0,6,0.1,0.001
48675,-29.94,5,0,6,0.1,0.001
48676,37.29,2,1,2,0.1,0.001
48677,39.7,4,1,4,0.1,0.001
48678,39.58,4,1,4,0.1,0.001
48679,-28.72,5,0,6,0.1,0.001
48680,43.16,7,1,7,0.1,0.001
48681,40.78,5,1,5,0.1,0.001
48682,-30.83,4,0,5,0.1,0.001
48683,40.61,5,1,5,0.1,0.001
48684,43.12,7,1,7,0.1,0.001
48685,47.74,10,1,10,0.1,0.001
48686,37.23,2,1,2,0.1,0.001
48687,41.91,6,1,6,0.1,0.001
48688,-30.06,5,0,6,0.1,0.001
48689,-29.35,5,0,6,0.1,0.001
48690,41.73,6,1,6,0.1,0.001
48691,-28.67,6,0,7,0.1,0.001
48692,-34.51,1,0,2,0.1,0.001
48693,-34.67,1,0,2,0.1,0.001
48694,40.84,5,1,5,0.1,0.001
48695,43.09,7,1,7,0.1,0.001
48696,40.89,5,1,5,0.1,0.001
48697,-31.94,3,0,4,0.1,0.001
48698,45.05,8,1,8,0.1,0.001
48699,54.42,15,1,15,0.1,0.001
48700,38.49,3,1,3,0.1,0.001
48701,-32.37,3,0,4,0.1,0.001
48702,-31.88,3,0,4,0.1,0.001
48703,40.95,5,1,5,0.1,0.001
48704,-28.5,6,0,7,0.1,0.001
48705,-26.24,7,0,8,0.1,0.001
48706,40.76,5,1,5,0.1,0.001
48707,-34.66,1,0,2,0.1,0.001
48708,38.43,3,1,3,0.1,0.001
48709,-32.21,3,0,4,0.1,0.001
48710,40.7,5,1,5,0.1,0.001
48711,-33.34,2,0,3,0.1,0.001
48712,-34.65,1,0,2,0.1,0.001
48713,42.06,6,1,6,0.1,0.001
48714,-28.67,6,0,7,0.1,0.001
48715,-14.96,13,0,14,0.1,0.001
48716,-32.12,3,0,4,0.1,0.001
48717,45.68,9,1,9,0.1,0.001
48718,-25.91,8,0,9,0.1,0.001
48719,48.58,9,1,9,0.1,0.001
48720,-33.64,2,0,3,0.1,0.001
48721,48.73,11,1,11,0.1,0.001
48722,39.89,4,1,4,0.1,0.001
48723,45.04,8,1,8,0.1,0.001
48724,57.59,15,1,15,0.1,0.001
48725,39.57,4,1,4,0.1,0.001
48726,-23.14,6,0,7,0.1,0.001
48727,50.25,12,1,12,0.1,0.001
48728,-34.78,1,0,2,0.1,0.001
48729,40.96,5,1,5,0.1,0.001
48730,-34.72,1,0,2,0.1,0.001
48731,37.18,2,1,2,0.1,0.001
48732,-28.91,5,0,6,0.1,0.001
48733,43.19,7,1,7,0.1,0.001
48734,43.41,7,1,7,0.1,0.001
48735,40.68,5,1,5,0.1,0.001
48736,44.76,8,1,8,0.1,0.001
48737,47.61,10,1,10,0.1,0.001
48738,-28.66,6,0,7,0.1,0.001
48739,-30.56,4,0,5,0.1,0.001
48740,-24.03,6,0,7,0.1,0.001
48741,42.11,6,1,6,0.1,0.001
48742,-29.79,5,0,6,0.1,0.001
48743,42.14,6,1,6,0.1,0.001
48744,-30.5,4,0,5,0.1,0.001
48745,-34.79,1,0,2,0.1,0.001
48746,-34.86,1,0,2,0.1,0.001
48747,-34.79,1,0,2,0.1,0.001
48748,44.82,8,1,8,0.1,0.001
48749,43.3,6,1,6,0.1,0.001
48750,45.67,9,1,9,0.1,0.001
48751,42.22,6,1,6,0.1,0.001
48752,-33.45,2,0,3,0.1,0.001
48753,-28.62,6,0,7,0.1,0.001
48754,-32.45,3,0,4,0.1,0.001
48755,-27.23,7,0,8,0.1,0.001
48756,-30.15,5,0,6,0.1,0.001
48757,48.38,11,1,11,0.1,0.001
48758,-34.62,1,0,2,0.1,0.001
48759,46.01,9,1,9,0.1,0.001
48760,39.83,4,1,4,0.1,0.001
48761,43.32,7,1,7,0.1,0.001
48762,47.59,10,1,10,0.1,0.001
48763,45.58,8,1,8,0.1,0.001
48764,49.33,12,1,12,0.1,0.001
48765,38.39,3,1,3,0.1,0.001
48766,42.01,6,1,6,0.1,0.001
48767,45.92,9,1,9,0.1,0.001
48768,40.9,5,1,5,0.1,0.001
48769,-25.47,8,0,9,0.1,0.001
48770,45.59,9,1,9,0.1,0.001
48771,49.2,12,1,12,0.1,0.001
48772,-27.49,7,0,8,0.1,0.001
48773,41.41,5,1,5,0.1,0.001
48774,43.43,7,1,7,0.1,0.001
48775,37.15,2,1,2,0.1,0.001
48776,-33.3,2,0,3,0.1,0.001
48777,47.9,11,1,11,0.1,0.001
48778,40.91,5,1,5,0.1,0.001
48779,38.39,3,1,3,0.1,0.001
48780,-33.46,2,0,3,0.1,0.001
48781,-22.95,9,0,10,0.1,0.001
48782,-28.67,6,0,7,0.1,0.001
48783,46.62,10,1,10,0.1,0.001
48784,49.93,12,1,12,0.1,0.001
48785,-25.05,8,0,9,0.1,0.001
48786,48.43,10,1,10,0.1,0.001
48787,48.14,11,1,11,0.1,0.001
48788,42.02,6,1,6,0.1,0.001
48789,43.34,7,1,7,0.1,0.001
48790,-34.78,1,0,2,0.1,0.001
48791,46.17,9,1,9,0.1,0.001
48792,-27.04,6,0,7,0.1,0.001
48793,39.62,4,1,4,0.1,0.001
48794,-28.09,6,0,7,0.1,0.001
48795,-21.14,10,0,11,0.1,0.001
48796,-32.36,3,0,4,0.1,0.001
48797,49.29,11,1,11,0.1,0.001
48798,42.94,7,1,7,0.1,0.001
48799,47.49,10,1,10,0.1,0.001
48800,-17.48,13,0,14,0.1,0.001
48801,-34.69,1,0,2,0.1,0.001
48802,54.92,15,1,15,0.1,0.001
48803,37.16,2,1,2,0.1,0.001
48804,44.13,8,1,8,0.1,0.001
48805,49.35,10,1,10,0.1,0.001
48806,40.69,5,1,5,0.1,0.001
48807,-33.57,2,0,3,0.1,0.001
48808,48.52,10,1,10,0.1,0.001
48809,40.78,5,1,5,0.1,0.001
48810,40.88,5,1,5,0.1,0.001
48811,-14.62,13,0,14,0.1,0.001
48812,-30.78,4,0,5,0.1,0.001
48813,-33.32,2,0,3,0.1,0.001
48814,-30.74,4,0,5,0.1,0.001
48815,-34.79,1,0,2,0.1,0.001
48816,-33.51,2,0,3,0.1,0.001
48817,43.3,7,1,7,0.1,0.001
48818,47.06,10,1,10,0.1,0.001
48819,44.77,8,1,8,0.1,0.001
48820,47.96,11,1,11,0.1,0.001
48821,-27.72,6,0,7,0.1,0.001
48822,39.58,4,1,4,0.1,0.001
48823,49.26,11,1,11,0.1,0.001
48824,-33.69,2,0,3,0.1,0.001
48825,-33.6,2,0,3,0.1,0.001
48826,42.05,5,1,5,0.1,0.001
48827,-25.8,8,0,9,0.1,0.001
48828,-30.73,4,0,5,0.1,0.001
48829,38.46,3,1,3,0.1,0.001
48830,-31.36,4,0,5,0.1,0.001
48831,-30.89,4,0,5,0.1,0.001
48832,44.16,7,1,7,0.1,0.001
48833,42.25,6,1,6,0.1,0.001
48834,40.99,5,1,5,0.1,0.001
48835,-29.25,5,0,6,0.1,0.001
48836,46.12,9,1,9,0.1,0.001
48837,43.62,7,1,7,0.1,0.001
48838,-34.8,1,0,2,0.1,0.001
48839,-34.8,1,0,2,0.1,0.001
48840,-33.55,2,0,3,0.1,0.001
48841,47.25,10,1,10,0.1,0.001
48842,47.57,10,1,10,0.1,0.001
48843,40.77,5,1,5,0.1,0.001
48844,45.82,9,1,9,0.1,0.001
48845,44.36,8,1,8,0.1,0.001
48846,41.06,5,1,5,0.1,0.001
48847,-34.76,1,0,2,0.1,0.001
48848,44.52,8,1,8,0.1,0.001
48849,-29.71,5,0,6,0.1,0.001
48850,-34.83,1,0,2,0.1,0.001
48851,46.71,10,1,10,0.1,0.001
48852,45.9,9,1,9,0.1,0.001
48853,41.87,6,1,6,0.1,0.001
48854,44.5,8,1,8,0.1,0.001
48855,-31.31,4,0,5,0.1,0.001
48856,38.3,3,1,3,0.1,0.001
48857,-34.26,1,0,2,0.1,0.001
48858,-26.76,6,0,7,0.1,0.001
48859,-33.42,2,0,3,0.1,0.001
48860,-34.79,1,0,2,0.1,0.001
48861,50.73,13,1,13,0.1,0.001
48862,-30.42,4,0,5,0.1,0.001
48863,-32.23,3,0,4,0.1,0.001
48864,-32.16,3,0,4,0.1,0.001
48865,58.47,16,1,16,0.1,0.001
48866,-34.78,1,0,2,0.1,0.001
48867,-32.32,3,0,4,0.1,0.001
48868,39.6,4,1,4,0.1,0.001
48869,46.28,9,1,9,0.1,0.001
48870,39.99,4,1,4,0.1,0.001
48871,-34.74,1,0,2,0.1,0.001
48872,43.82,7,1,7,0.1,0.001
48873,-17.45,12,0,13,0.1,0.001
48874,-30.69,4,0,5,0.1,0.001
48875,47.16,10,1,10,0.1,0.001
48876,48.36,11,1,11,0.1,0.001
48877,-32.27,3,0,4,0.1,0.001
48878,45.88,9,1,9,0.1,0.001
48879,50.79,10,1,10,0.1,0.001
48880,-31.86,3,0,4,0.1,0.001
48881,-32.05,3,0,4,0.1,0.001
48882,42.11,6,1,6,0.1,0.001
48883,-24.94,9,0,10,0.1,0.001
48884,-29.81,5,0,6,0.1,0.001
48885,44.69,8,1,8,0.1,0.001
48886,-34.74,1,0,2,0.1,0.001
48887,40.86,5,1,5,0.1,0.001
48888,-30.18,5,0,6,0.1,0.001
48889,47.0,10,1,10,0.1,0.001
48890,-31.6,3,0,4,0.1,0.001
48891,50.09,12,1,12,0.1,0.001
48892,-28.75,6,0,7,0.1,0.001
48893,42.16,6,1,6,0.1,0.001
48894,-24.74,9,0,10,0.1,0.001
48895,62.32,17,1,17,0.1,0.001
48896,-33.42,2,0,3,0.1,0.001
48897,40.63,5,1,5,0.1,0.001
48898,-24.06,7,0,8,0.1,0.001
48899,-33.55,2,0,3,0.1,0.001
48900,40.61,5,1,5,0.1,0.001
48901,37.18,2,1,2,0.1,0.001
48902,62.86,21,1,21,0.1,0.001
48903,43.61,7,1,7,0.1,0.001
48904,-24.77,9,0,10,0.1,0.001
48905,-32.55,3,0,4,0.1,0.001
48906,42.26,6,1,6,0.1,0.001
48907,41.2,5,1,5,0.1,0.001
48908,53.88,14,1,14,0.1,0.001
48909,-28.05,6,0,7,0.1,0.001
48910,-25.95,8,0,9,0.1,0.001
48911,-30.3,4,0,5,0.1,0.001
48912,40.6,5,1,5,0.1,0.001
48913,-28.82,5,0,6,0.1,0.001
48914,-25.1,9,0,10,0.1,0.001
48915,-26.4,8,0,9,0.1,0.001
48916,-25.08,8,0,9,0.1,0.001
48917,44.77,8,1,8,0.1,0.001
48918,43.05,7,1,7,0.1,0.001
48919,43.16,7,1,7,0.1,0.001
48920,-32.44,3,0,4,0.1,0.001
48921,55.2,14,1,14,0.1,0.001
48922,40.52,5,1,5,0.1,0.001
48923,-29.54,5,0,6,0.1,0.001
48924,39.87,4,1,4,0.1,0.001
48925,-30.52,4,0,5,0.1,0.001
48926,-32.01,3,0,4,0.1,0.001
48927,42.19,6,1,6,0.1,0.001
48928,-24.85,9,0,10,0.1,0.001
48929,-33.59,2,0,3,0.1,0.001
48930,-28.76,6,0,7,0.1,0.001
48931,51.68,12,1,12,0.1,0.001
48932,-27.44,7,0,8,0.1,0.001
48933,40.84,5,1,5,0.1,0.001
48934,-22.72,10,0,11,0.1,0.001
48935,-34.84,1,0,2,0.1,0.001
48936,-26.88,7,0,8,0.1,0.001
48937,48.25,11,1,11,0.1,0.001
48938,40.16,4,1,4,0.1,0.001
48939,42.41,6,1,6,0.1,0.001
48940,44.76,8,1,8,0.1,0.001
48941,44.5,8,1,8,0.1,0.001
48942,-32.18,3,0,4,0.1,0.001
48943,-31.08,4,0,5,0.1,0.001
48944,40.73,5,1,5,0.1,0.001
48945,-23.01,10,0,11,0.1,0.001
48946,-34.77,1,0,2,0.1,0.001
48947,-30.58,3,0,4,0.1,0.001
48948,-31.71,3,0,4,0.1,0.001
48949,43.43,7,1,7,0.1,0.001
48950,47.41,10,1,10,0.1,0.001
48951,44.95,8,1,8,0.1,0.001
48952,-21.82,8,0,9,0.1,0.001
48953,-26.51,8,0,9,0.1,0.001
48954,-28.51,6,0,7,0.1,0.001
48955,49.23,11,1,11,0.1,0.001
48956,-33.41,2,0,3,0.1,0.001
48957,-34.75,1,0,2,0.1,0.001
48958,-21.57,11,0,12,0.1,0.001
48959,54.19,13,1,13,0.1,0.001
48960,-30.86,4,0,5,0.1,0.001
48961,44.72,8,1,8,0.1,0.001
48962,38.55,3,1,3,0.1,0.001
48963,37.22,2,1,2,0.1,0.001
48964,49.89,12,1,12,0.1,0.001
48965,42.13,6,1,6,0.1,0.001
48966,58.73,15,1,15,0.1,0.001
48967,-34.8,1,0,2,0.1,0.001
48968,-30.83,4,0,5,0.1,0.001
48969,38.4,3,1,3,0.1,0.001
48970,54.51,15,1,15,0.1,0.001
48971,-34.02,1,0,2,0.1,0.001
48972,-31.32,4,0,5,0.1,0.001
48973,39.55,4,1,4,0.1,0.001
48974,53.32,14,1,14,0.1,0.001
48975,50.49,12,1,12,0.1,0.001
48976,41.23,5,1,5,0.1,0.001
48977,-27.06,7,0,8,0.1,0.001
48978,44.57,8,1,8,0.1,0.001
48979,-29.99,5,0,6,0.1,0.001
48980,44.23,8,1,8,0.1,0.001
48981,41.8,5,1,5,0.1,0.001
48982,-12.71,14,0,15,0.1,0.001
48983,46.94,10,1,10,0.1,0.001
48984,-29.91,5,0,6,0.1,0.001
48985,40.6,5,1,5,0.1,0.001
48986,-30.79,4,0,5,0.1,0.001
48987,-31.2,4,0,5,0.1,0.001
48988,48.62,11,1,11,0.1,0.001
48989,54.38,13,1,13,0.1,0.001
48990,-31.32,3,0,4,0.1,0.001
48991,-27.86,6,0,7,0.1,0.001
48992,-32.15,3,0,4,0.1,0.001
48993,-25.94,8,0,9,0.1,0.001
48994,-34.75,1,0,2,0.1,0.001
48995,41.78,6,1,6,0.1,0.001
48996,44.28,8,1,8,0.1,0.001
48997,-24.51,8,0,9,0.1,0.001
48998,-26.5,7,0,8,0.1,0.001
48999,-29.87,5,0,6,0.1,0.001
49000,-30.02,4,0,5,0.1,0.001
49001,-32.24,3,0,4,0.1,0.001
49002,-30.47,4,0,5,0.1,0.001
49003,-34.74,1,0,2,0.1,0.001
49004,-34.83,1,0,2,0.1,0.001
49005,-32.0,3,0,4,0.1,0.001
49006,38.43,3,1,3,0.1,0.001
49007,46.34,9,1,9,0.1,0.001
49008,-33.36,2,0,3,0.1,0.001
49009,47.05,10,1,10,0.1,0.001
49010,-33.5,2,0,3,0.1,0.001
49011,44.14,7,1,7,0.1,0.001
49012,-32.06,3,0,4,0.1,0.001
49013,45.94,9,1,9,0.1,0.001
49014,-33.42,2,0,3,0.1,0.001
49015,42.99,7,1,7,0.1,0.001
49016,46.19,9,1,9,0.1,0.001
49017,39.77,4,1,4,0.1,0.001
49018,42.22,6,1,6,0.1,0.001
49019,43.77,7,1,7,0.1,0.001
49020,-34.81,1,0,2,0.1,0.001
49021,-34.72,1,0,2,0.1,0.001
49022,-31.99,3,0,4,0.1,0.001
49023,42.46,6,1,6,0.1,0.001
49024,-23.87,9,0,10,0.1,0.001
49025,-24.47,9,0,10,0.1,0.001
49026,-25.03,9,0,10,0.1,0.001
49027,-34.6,1,0,2,0.1,0.001
49028,42.41,6,1,6,0.1,0.001
49029,-29.43,5,0,6,0.1,0.001
49030,-34.72,1,0,2,0.1,0.001
49031,-24.74,6,0,7,0.1,0.001
49032,43.75,7,1,7,0.1,0.001
49033,44.08,7,1,7,0.1,0.001
49034,-33.04,2,0,3,0.1,0.001
49035,41.21,5,1,5,0.1,0.001
49036,-34.73,1,0,2,0.1,0.001
49037,-23.85,9,0,10,0.1,0.001
49038,41.16,5,1,5,0.1,0.001
49039,-29.98,5,0,6,0.1,0.001
49040,40.85,5,1,5,0.1,0.001
49041,-34.73,1,0,2,0.1,0.001
49042,49.43,11,1,11,0.1,0.001
49043,46.11,9,1,9,0.1,0.001
49044,-32.17,3,0,4,0.1,0.001
49045,38.22,3,1,3,0.1,0.001
49046,39.53,4,1,4,0.1,0.001
49047,38.58,3,1,3,0.1,0.001
49048,-32.38,3,0,4,0.1,0.001
49049,-34.75,1,0,2,0.1,0.001
49050,42.0,6,1,6,0.1,0.001
49051,-28.7,6,0,7,0.1,0.001
49052,39.76,4,1,4,0.1,0.001
49053,43.82,7,1,7,0.1,0.001
49054,43.79,7,1,7,0.1,0.001
49055,-23.08,10,0,11,0.1,0.001
49056,44.75,8,1,8,0.1,0.001
49057,38.64,3,1,3,0.1,0.001
49058,39.59,4,1,4,0.1,0.001
49059,-34.8,1,0,2,0.1,0.001
49060,44.65,8,1,8,0.1,0.001
49061,-31.73,3,0,4,0.1,0.001
49062,47.05,10,1,10,0.1,0.001
49063,-29.65,5,0,6,0.1,0.001
49064,-34.73,1,0,2,0.1,0.001
49065,50.15,12,1,12,0.1,0.001
49066,-33.35,2,0,3,0.1,0.001
49067,-28.79,6,0,7,0.1,0.001
49068,-32.59,3,0,4,0.1,0.001
49069,48.96,12,1,12,0.1,0.001
49070,-33.24,2,0,3,0.1,0.001
49071,39.52,4,1,4,0.1,0.001
49072,50.36,12,1,12,0.1,0.001
49073,43.08,7,1,7,0.1,0.001
49074,-34.68,1,0,2,0.1,0.001
49075,39.55,4,1,4,0.1,0.001
49076,-27.77,7,0,8,0.1,0.001
49077,49.31,12,1,12,0.1,0.001
49078,43.56,7,1,7,0.1,0.001
49079,43.36,6,1,6,0.1,0.001
49080,40.75,5,1,5,0.1,0.001
49081,40.83,5,1,5,0.1,0.001
49082,43.15,7,1,7,0.1,0.001
49083,45.43,9,1,9,0.1,0.001
49084,-34.78,1,0,2,0.1,0.001
49085,-17.21,14,0,15,0.1,0.001
49086,45.54,9,1,9,0.1,0.001
49087,43.33,7,1,7,0.1,0.001
49088,43.51,7,1,7,0.1,0.001
49089,42.44,6,1,6,0.1,0.001
49090,-34.63,1,0,2,0.1,0.001
49091,42.1,6,1,6,0.1,0.001
49092,-29.88,5,0,6,0.1,0.001
49093,-32.01,3,0,4,0.1,0.001
49094,43.36,7,1,7,0.1,0.001
49095,50.96,12,1,12,0.1,0.001
49096,42.99,7,1,7,0.1,0.001
49097,40.88,5,1,5,0.1,0.001
49098,51.0,13,1,13,0.1,0.001
49099,41.1,5,1,5,0.1,0.001
49100,-32.34,3,0,4,0.1,0.001
49101,40.59,5,1,5,0.1,0.001
49102,-32.34,3,0,4,0.1,0.001
49103,-28.5,6,0,7,0.1,0.001
49104,-32.29,3,0,4,0.1,0.001
49105,40.62,5,1,5,0.1,0.001
49106,43.66,7,1,7,0.1,0.001
49107,42.05,6,1,6,0.1,0.001
49108,43.48,7,1,7,0.1,0.001
49109,39.81,4,1,4,0.1,0.001
49110,-33.57,2,0,3,0.1,0.001
49111,44.68,8,1,8,0.1,0.001
49112,38.47,3,1,3,0.1,0.001
49113,-33.71,2,0,3,0.1,0.001
49114,41.91,6,1,6,0.1,0.001
49115,39.49,4,1,4,0.1,0.001
49116,-23.92,10,0,11,0.1,0.001
49117,38.34,3,1,3,0.1,0.001
49118,36,1,1,1,0.1,0.001
49119,41.72,6,1,6,0.1,0.001
49120,-30.26,5,0,6,0.1,0.001
49121,45.5,9,1,9,0.1,0.001
49122,46.31,9,1,9,0.1,0.001
49123,49.8,11,1,11,0.1,0.001
49124,39.55,4,1,4,0.1,0.001
49125,39.63,4,1,4,0.1,0.001
49126,42.09,6,1,6,0.1,0.001
49127,49.0,11,1,11,0.1,0.001
49128,46.37,9,1,9,0.1,0.001
49129,-23.99,9,0,10,0.1,0.001
49130,39.85,4,1,4,0.1,0.001
49131,-30.96,3,0,4,0.1,0.001
49132,-34.85,1,0,2,0.1,0.001
49133,50.73,11,1,11,0.1,0.001
49134,44.09,7,1,7,0.1,0.001
49135,44.2,8,1,8,0.1,0.001
49136,37.27,2,1,2,0.1,0.001
49137,-31.44,4,0,5,0.1,0.001
49138,47.52,9,1,9,0.1,0.001
49139,44.7,8,1,8,0.1,0.001
49140,50.11,12,1,12,0.1,0.001
49141,-31.01,4,0,5,0.1,0.001
49142,44.42,8,1,8,0.1,0.001
49143,-27.29,7,0,8,0.1,0.001
49144,42.39,6,1,6,0.1,0.001
49145,-23.16,9,0,10,0.1,0.001
49146,38.48,3,1,3,0.1,0.001
49147,-34.82,1,0,2,0.1,0.001
49148,43.19,7,1,7,0.1,0.001
49149,58.38,17,1,17,0.1,0.001
49150,42.1,6,1,6,0.1,0.001
49151,43.24,7,1,7,0.1,0.001
49152,-32.03,3,0,4,0.1,0.001
49153,-26.61,7,0,8,0.1,0.001
49154,40.97,5,1,5,0.1,0.001
49155,-30.75,4,0,5,0.1,0.001
49156,-25.14,9,0,10,0.1,0.001
49157,-34.74,1,0,2,0.1,0.001
49158,38.48,3,1,3,0.1,0.001
49159,-34.61,1,0,2,0.1,0.001
49160,39.65,4,1,4,0.1,0.001
49161,37.14,2,1,2,0.1,0.001
49162,-33.15,2,0,3,0.1,0.001
49163,-33.66,2,0,3,0.1,0.001
49164,-34.75,1,0,2,0.1,0.001
49165,39.6,4,1,4,0.1,0.001
49166,-34.77,1,0,2,0.1,0.001
49167,-33.69,2,0,3,0.1,0.001
49168,-34.74,1,0,2,0.1,0.001
49169,-34.75,1,0,2,0.1,0.001
49170,-22.43,11,0,12,0.1,0.001
49171,-20.16,12,0,13,0.1,0.001
49172,37.15,2,1,2,0.1,0.001
49173,51.78,14,1,14,0.1,0.001
49174,40.72,5,1,5,0.1,0.001
49175,-32.1,3,0,4,0.1,0.001
49176,-29.86,5,0,6,0.1,0.001
49177,39.68,4,1,4,0.1,0.001
49178,-34.72,1,0,2,0.1,0.001
49179,40.82,5,1,5,0.1,0.001
49180,39.96,4,1,4,0.1,0.001
49181,36,1,1,1,0.1,0.001
49182,39.78,4,1,4,0.1,0.001
49183,-34.76,1,0,2,0.1,0.001
49184,45.92,9,1,9,0.1,0.001
49185,-34.77,1,0,2,0.1,0.001
49186,-32.1,3,0,4,0.1,0.001
49187,42.0,6,1,6,0.1,0.001
49188,40.76,5,1,5,0.1,0.001
49189,42.58,6,1,6,0.1,0.001
49190,42.31,6,1,6,0.1,0.001
49191,-32.08,3,0,4,0.1,0.001
49192,43.38,7,1,7,0.1,0.001
49193,39.86,4,1,4,0.1,0.001
49194,54.16,13,1,13,0.1,0.001
49195,45.5,8,1,8,0.1,0.001
49196,44.41,8,1,8,0.1,0.001
49197,-18.5,12,0,13,0.1,0.001
49198,48.53,11,1,11,0.1,0.001
49199,43.27,7,1,7,0.1,0.001
49200,43.55,7,1,7,0.1,0.001
49201,53.21,11,1,11,0.1,0.001
49202,-27.32,7,0,8,0.1,0.001
49203,46.75,10,1,10,0.1,0.001
49204,-31.98,2,0,3,0.1,0.001
49205,40.85,5,1,5,0.1,0.001
49206,46.87,9,1,9,0.1,0.001
49207,-30.65,4,0,5,0.1,0.001
49208,39.9,4,1,4,0.1,0.001
49209,-23.76,9,0,10,0.1,0.001
49210,43.16,7,1,7,0.1,0.001
49211,-34.72,1,0,2,0.1,0.001
49212,-33.54,2,0,3,0.1,0.001
49213,48.27,11,1,11,0.1,0.001
49214,-34.75,1,0,2,0.1,0.001
49215,38.3,3,1,3,0.1,0.001
49216,45.87,9,1,9,0.1,0.001
49217,-24.75,9,0,10,0.1,0.001
49218,43.31,7,1,7,0.1,0.001
49219,-34.78,1,0,2,0.1,0.001
49220,-33.41,2,0,3,0.1,0.001
49221,42.31,6,1,6,0.1,0.001
49222,-27.68,4,0,5,0.1,0.001
49223,47.05,10,1,10,0.1,0.001
49224,-31.07,4,0,5,0.1,0.001
49225,49.77,12,1,12,0.1,0.001
49226,-32.31,3,0,4,0.1,0.001
49227,-30.92,4,0,5,0.1,0.001
49228,44.27,8,1,8,0.1,0.001
49229,48.59,11,1,11,0.1,0.001
49230,-30.26,4,0,5,0.1,0.001
49231,60.64,20,1,20,0.1,0.001
49232,39.87,4,1,4,0.1,0.001
49233,40.82,5,1,5,0.1,0.001
49234,44.36,8,1,8,0.1,0.001
49235,38.5,3,1,3,0.1,0.001
49236,43.73,7,1,7,0.1,0.001
49237,-26.89,5,0,6,0.1,0.001
49238,-25.9,7,0,8,0.1,0.001
49239,-28.07,6,0,7,0.1,0.001
49240,-34.77,1,0,2,0.1,0.001
49241,44.66,8,1,8,0.1,0.001
49242,-32.09,3,0,4,0.1,0.001
49243,-31.15,4,0,5,0.1,0.001
49244,-32.58,3,0,4,0.1,0.001
49245,46.84,9,1,9,0.1,0.001
49246,39.47,4,1,4,0.1,0.001
49247,38.37,3,1,3,0.1,0.001
49248,-34.86,1,0,2,0.1,0.001
49249,-32.2,3,0,4,0.1,0.001
49250,43.41,7,1,7,0.1,0.001
49251,39.51,4,1,4,0.1,0.001
49252,-34.61,1,0,2,0.1,0.001
49253,-24.01,9,0,10,0.1,0.001
49254,45.83,9,1,9,0.1,0.001
49255,43.9,7,1,7,0.1,0.001
49256,-28.37,6,0,7,0.1,0.001
49257,38.35,3,1,3,0.1,0.001
49258,44.03,7,1,7,0.1,0.001
49259,43.35,7,1,7,0.1,0.001
49260,49.79,11,1,11,0.1,0.001
49261,39.91,4,1,4,0.1,0.001
49262,42.16,6,1,6,0.1,0.001
49263,-33.58,2,0,3,0.1,0.001
49264,44.22,8,1,8,0.1,0.001
49265,46.82,10,1,10,0.1,0.001
49266,-27.07,7,0,8,0.1,0.001
49267,-28.76,6,0,7,0.1,0.001
49268,44.45,8,1,8,0.1,0.001
49269,43.07,7,1,7,0.1,0.001
49270,-26.67,6,0,7,0.1,0.001
49271,-29.34,5,0,6,0.1,0.001
49272,-33.47,2,0,3,0.1,0.001
49273,-24.18,9,0,10,0.1,0.001
49274,41.95,6,1,6,0.1,0.001
49275,38.52,3,1,3,0.1,0.001
49276,40.64,5,1,5,0.1,0.001
49277,37.25,2,1,2,0.1,0.001
49278,-31.78,3,0,4,0.1,0.001
49279,54.96,15,1,15,0.1,0.001
49280,-33.26,2,0,3,0.1,0.001
49281,43.23,7,1,7,0.1,0.001
49282,38.58,3,1,3,0.1,0.001
49283,-14.38,15,0,16,0.1,0.001
49284,44.54,8,1,8,0.1,0.001
49285,-23.63,9,0,10,0.1,0.001
49286,-27.65,6,0,7,0.1,0.001
49287,62.7,18,1,18,0.1,0.001
49288,40.11,4,1,4,0.1,0.001
